name time T kT_1 I
01RV 01rv.dat 340 34.1 1.837E-006
02RV 02rv.dat 340 34.1 1.792E-006
03RV 03rv.dat 340 34.1 1.912E-006
04RV 04rv.dat 340 34.1 1.995E-006
05RV 05rv.dat 340 34.1 2.058E-006
06RV 06rv.dat 340 34.1 2.151E-006
07RV 07rv.dat 340 34.1 2.304E-006
08RV 08rv.dat 340 34.1 2.239E-006
09RV 09rv.dat 340 34.1 2.146E-006
10RV 10rv.dat 340 34.1 2.065E-006
11RV 11rv.dat 340 34.1 2.199E-006
12RV 12rv.dat 340 34.1 2.230E-006
13RV 13rv.dat 340 34.1 2.449E-006
14RV 14rv.dat 340 34.1 2.811E-006
15RV 15rv.dat 340 34.1 2.893E-006
16RV 16rv.dat 340 34.1 3.436E-006
17RV 17rv.dat 340 34.1 3.159E-006
18RV 18rv.dat 340.1 34.09 3.344E-006
19RV 19rv.dat 340 34.1 3.253E-006
20RV 20rv.dat 340 34.1 3.321E-006
21RV 21rv.dat 340 34.1 2.737E-006
22RV 22rv.dat 340 34.1 2.743E-006
23RV 23rv.dat 340 34.1 2.865E-006
24RV 24rv.dat 340 34.1 2.700E-006
25RV 25rv.dat 340.1 34.09 2.815E-006
26RV 26rv.dat 340 34.1 3.282E-006
27RV 27rv.dat 340 34.1 3.167E-006
28RV 28rv.dat 340 34.1 2.756E-006
29RV 29rv.dat 340 34.1 2.883E-006
30RV 30rv.dat 340 34.1 2.807E-006
31RV 31rv.dat 340 34.1 2.968E-006
32RV 32rv.dat 340 34.1 2.677E-006
33RV 33rv.dat 340.1 34.09 3.053E-006
34RV 34rv.dat 339.9 34.11 2.970E-006
35RV 35rv.dat 340.1 34.09 2.793E-006
36RV 36rv.dat 340.1 34.09 2.720E-006
37RV 37rv.dat 339.8 34.12 2.422E-006
38RV 38rv.dat 340.1 34.09 2.270E-006
39RV 39rv.dat 339.9 34.11 2.382E-006
40RV 40rv.dat 340.1 34.09 2.234E-006
41RV 41rv.dat 340.1 34.09 2.079E-006
42RV 42rv.dat 340 34.1 2.210E-006
43RV 43rv.dat 340 34.1 2.023E-006
44RV 44rv.dat 340 34.1 2.175E-006
45RV 45rv.dat 340 34.1 2.059E-006
46RV 46rv.dat 340 34.1 2.103E-006
47RV 47rv.dat 340 34.1 2.022E-006
48RV 48rv.dat 340.1 34.09 2.013E-006
49RV 49rv.dat 340.1 34.09 1.978E-006
50RV 50rv.dat 340.1 34.09 2.183E-006
51RV 51rv.dat 340 34.1 2.224E-006
52RV 52rv.dat 340 34.1 1.939E-006
53RV 53rv.dat 340.1 34.09 1.975E-006
54RV 54rv.dat 340 34.1 1.963E-006
55RV 55rv.dat 339.8 34.12 1.918E-006
56RV 56rv.dat 340 34.1 1.913E-006
57RV 57rv.dat 340 34.1 2.083E-006
