name time T kT_1 I
01RV 01rv.dat 340 34.1 2.664E-005
02RV 02rv.dat 340 34.1 2.609E-005
03RV 03rv.dat 340 34.1 2.705E-005
04RV 04rv.dat 340 34.1 2.839E-005
05RV 05rv.dat 340 34.1 2.836E-005
06RV 06rv.dat 340 34.1 2.910E-005
07RV 07rv.dat 340 34.1 2.961E-005
08RV 08rv.dat 340 34.1 2.914E-005
09RV 09rv.dat 340 34.1 2.951E-005
10RV 10rv.dat 340 34.1 2.895E-005
11RV 11rv.dat 340 34.1 2.921E-005
12RV 12rv.dat 340 34.1 2.924E-005
13RV 13rv.dat 340 34.1 3.012E-005
14RV 14rv.dat 340 34.1 3.416E-005
15RV 15rv.dat 340 34.1 3.596E-005
16RV 16rv.dat 340 34.1 3.772E-005
17RV 17rv.dat 340 34.1 3.682E-005
18RV 18rv.dat 340.1 34.09 3.707E-005
19RV 19rv.dat 340 34.1 3.718E-005
20RV 20rv.dat 340 34.1 3.671E-005
21RV 21rv.dat 340 34.1 3.317E-005
22RV 22rv.dat 340 34.1 3.412E-005
23RV 23rv.dat 340 34.1 3.468E-005
24RV 24rv.dat 340 34.1 3.352E-005
25RV 25rv.dat 340.1 34.09 3.404E-005
26RV 26rv.dat 340 34.1 3.550E-005
27RV 27rv.dat 340 34.1 3.442E-005
28RV 28rv.dat 340 34.1 3.538E-005
29RV 29rv.dat 340 34.1 3.414E-005
30RV 30rv.dat 340 34.1 3.540E-005
31RV 31rv.dat 340 34.1 3.478E-005
32RV 32rv.dat 340 34.1 3.363E-005
33RV 33rv.dat 340.1 34.09 3.469E-005
34RV 34rv.dat 339.9 34.11 3.459E-005
35RV 35rv.dat 340.1 34.09 3.365E-005
36RV 36rv.dat 340.1 34.09 3.312E-005
37RV 37rv.dat 339.8 34.12 3.003E-005
38RV 38rv.dat 340.1 34.09 2.994E-005
39RV 39rv.dat 339.9 34.11 2.921E-005
40RV 40rv.dat 340.1 34.09 2.849E-005
41RV 41rv.dat 340.1 34.09 2.885E-005
42RV 42rv.dat 340 34.1 2.823E-005
43RV 43rv.dat 340 34.1 2.806E-005
44RV 44rv.dat 340 34.1 2.789E-005
45RV 45rv.dat 340 34.1 2.802E-005
46RV 46rv.dat 340 34.1 2.743E-005
47RV 47rv.dat 340 34.1 2.757E-005
48RV 48rv.dat 340.1 34.09 2.775E-005
49RV 49rv.dat 340.1 34.09 2.833E-005
50RV 50rv.dat 340.1 34.09 2.764E-005
51RV 51rv.dat 340 34.1 2.783E-005
52RV 52rv.dat 340 34.1 2.706E-005
53RV 53rv.dat 340.1 34.09 2.751E-005
54RV 54rv.dat 340 34.1 2.753E-005
55RV 55rv.dat 339.8 34.12 2.727E-005
56RV 56rv.dat 340 34.1 2.716E-005
57RV 57rv.dat 340 34.1 2.699E-005
