fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 9:23:28 305 38.01 1.000E+000 1.403E+000 2.667E-006 1.004E+004 2.584E+000 2.072E-008 1.929E-004 2.045E-001 1.929E-004 1.627E-005 4.125E-001 1.285E-001 1.265E-004 1.152E-003 
0DL1 9:26:46 304.8 38.04 1.000E+000 1.404E+000 2.574E-006 1.010E+004 2.595E+000 2.020E-008 1.929E-004 2.047E-001 1.928E-004 1.626E-005 4.121E-001 1.285E-001 1.265E-004 1.404E-003 
0DL2 9:29:56 304.8 38.04 1.000E+000 1.412E+000 2.622E-006 1.010E+004 2.591E+000 2.039E-008 1.929E-004 2.050E-001 1.928E-004 1.631E-005 4.126E-001 1.288E-001 1.265E-004 1.694E-003 
0DL3 9:31:52 304.9 38.03 1.000E+000 1.366E+000 2.811E-006 1.007E+004 2.593E+000 2.034E-008 1.927E-004 2.044E-001 1.926E-004 1.622E-005 4.119E-001 1.284E-001 1.262E-004 1.412E-003 
0DL4 9:34:00 305 38.01 1.000E+000 1.346E+000 2.850E-006 1.004E+004 2.592E+000 2.034E-008 1.928E-004 2.039E-001 1.927E-004 1.617E-005 4.115E-001 1.280E-001 1.263E-004 1.587E-003 
0DL5 9:36:04 305.1 38 1.000E+000 1.398E+000 2.686E-006 1.000E+004 2.597E+000 2.028E-008 1.929E-004 2.036E-001 1.928E-004 1.614E-005 4.110E-001 1.277E-001 1.263E-004 1.212E-003 
0DL6 9:38:02 305.2 37.99 1.000E+000 1.374E+000 2.899E-006 9.970E+003 2.592E+000 2.051E-008 1.928E-004 2.035E-001 1.927E-004 1.612E-005 4.110E-001 1.277E-001 1.261E-004 1.993E-003 
0DL7 9:40:28 305.2 37.99 1.000E+000 1.366E+000 2.911E-006 9.970E+003 2.590E+000 2.059E-008 1.929E-004 2.036E-001 1.928E-004 1.614E-005 4.112E-001 1.277E-001 1.263E-004 1.521E-003 
0DL8 9:43:06 305.2 37.99 1.000E+000 1.409E+000 2.730E-006 9.970E+003 2.590E+000 2.065E-008 1.929E-004 2.038E-001 1.928E-004 1.617E-005 4.114E-001 1.278E-001 1.264E-004 1.232E-003 
0DL9 9:45:10 305.2 37.99 1.000E+000 1.391E+000 2.754E-006 9.970E+003 2.595E+000 2.046E-008 1.928E-004 2.036E-001 1.928E-004 1.612E-005 4.109E-001 1.277E-001 1.262E-004 1.680E-003 
0L00 8:16:26 291.9 39.72 1.000E+000 1.270E+000 2.421E-006 1.487E+004 2.633E+000 1.299E-008 1.899E-004 2.413E-001 1.899E-004 2.054E-005 4.483E-001 1.568E-001 1.309E-004 2.053E-002 
