N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 4.635880000E-04 2.982720000E-04 1.950350000E-04 1.296840000E-04 8.767300000E-05 6.033900000E-05 4.237000000E-05 3.048900000E-05 2.264400000E-05 1.750700000E-05 1.421700000E-05 1.220000000E-05 1.100600000E-05 1.031300000E-05 9.831000000E-06 9.338000000E-06 8.693000000E-06 7.912000000E-06 7.062000000E-06
1.600000000E+01 1.308104700E-02 9.198896000E-03 6.421292000E-03 4.455402000E-03 3.076774000E-03 2.117249000E-03 1.453483000E-03 9.965230000E-04 6.832270000E-04 4.692090000E-04 3.235950000E-04 2.249900000E-04 1.586110000E-04 1.141860000E-04 8.455700000E-05 6.474600000E-05 5.131900000E-05 4.198100000E-05 3.520600000E-05
1.700000000E+01 4.280359800E-02 3.141077700E-02 2.278776200E-02 1.579934300E-02 1.077474900E-02 7.245275000E-03 4.816053000E-03 3.177195000E-03 2.092139000E-03 1.447727000E-03 1.002898000E-03 7.012150000E-04 5.158140000E-04 3.922970000E-04 3.080420000E-04 2.488480000E-04 2.080520000E-04 1.749300000E-04 1.494180000E-04
1.549996187E+01 6.614926000E-03 4.615791000E-03 3.202314000E-03 2.211759000E-03 1.522659000E-03 1.046031000E-03 7.178270000E-04 4.925620000E-04 3.383340000E-04 2.329210000E-04 1.610100000E-04 1.120300000E-04 7.870400000E-05 5.609300000E-05 4.078500000E-05 3.041600000E-05 2.338200000E-05 1.857900000E-05 1.522000000E-05
1.649996187E+01 2.384496000E-02 1.689172200E-02 1.183472800E-02 8.218256000E-03 5.665597000E-03 3.882736000E-03 2.648413000E-03 1.800751000E-03 1.223370000E-03 8.336780000E-04 5.732400000E-04 4.008200000E-04 2.874000000E-04 2.127280000E-04 1.630420000E-04 1.292350000E-04 1.054940000E-04 8.815600000E-05 7.494200000E-05
1.674996808E+01 3.199141500E-02 2.281473800E-02 1.603091700E-02 1.112869400E-02 7.648116000E-03 5.212119000E-03 3.528645000E-03 2.379413000E-03 1.604931000E-03 1.089696000E-03 7.509090000E-04 5.297050000E-04 3.851730000E-04 2.897630000E-04 2.255070000E-04 1.809900000E-04 1.490690000E-04 1.208640000E-04 1.115760000E-04
1.624993176E+01 1.772773500E-02 1.249942400E-02 8.737254000E-03 6.064896000E-03 4.186412000E-03 2.877131000E-03 1.970923000E-03 1.388714000E-03 9.363360000E-04 6.408390000E-04 4.337510000E-04 3.019110000E-04 2.141030000E-04 1.559250000E-04 1.173430000E-04 9.144300000E-05 7.364400000E-05 6.096500000E-05 5.152800000E-05
1.574996808E+01 9.497555000E-03 6.662462000E-03 4.642279000E-03 3.217014000E-03 2.220050000E-03 1.527532000E-03 1.049136000E-03 7.200490000E-04 4.944100000E-04 3.401030000E-04 2.348590000E-04 1.632570000E-04 1.147300000E-04 8.196700000E-05 5.995800000E-05 4.517300000E-05 3.520700000E-05 2.837600000E-05 2.354600000E-05
1.524993176E+01 3.970932000E-03 2.748895000E-03 1.895535000E-03 1.303491000E-03 8.948250000E-04 6.138020000E-04 4.211290000E-04 2.893000000E-04 1.992340000E-04 1.378130000E-04 9.597400000E-05 6.749100000E-05 4.813100000E-05 3.494600000E-05 2.594100000E-05 1.971600000E-05 1.538400000E-05 1.231700000E-05 1.010400000E-05
