N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.027000000E-06 7.796000000E-06 7.755000000E-06 7.820000000E-06
1.600000000E+01 4.864600000E-05 4.806800000E-05 4.771500000E-05 4.754000000E-05
1.700000000E+01 2.070410000E-04 2.062370000E-04 1.999590000E-04 1.977590000E-04
1.549996187E+01 2.106800000E-05 2.023400000E-05 1.983500000E-05 1.963700000E-05
1.649996187E+01 1.033260000E-04 1.033670000E-04 1.033880000E-04 1.025000000E-04
1.674996808E+01 1.484800000E-04 1.484910000E-04 1.488970000E-04 1.490180000E-04
1.624993176E+01 7.076100000E-05 7.050700000E-05 7.033900000E-05 7.014600000E-05
1.574996808E+01 3.281400000E-05 3.199400000E-05 3.177900000E-05 3.136900000E-05
1.524993176E+01 1.318900000E-05 1.262200000E-05 1.232300000E-05 1.224400000E-05
