N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.060000000E-06 7.096000000E-06 6.571000000E-06 6.262000000E-06
1.600000000E+01 5.010100000E-05 5.033500000E-05 5.113700000E-05 5.233200000E-05
1.700000000E+01 1.375200000E-04 2.078400000E-04 2.077480000E-04 1.956920000E-04
1.549996187E+01 2.744000000E-05 3.121400000E-05 3.498300000E-05 3.872100000E-05
1.649996187E+01 9.219100000E-05 9.224800000E-05 9.231600000E-05 9.271000000E-05
1.674996808E+01 1.245480000E-04 1.244000000E-04 1.308580000E-04 1.771480000E-04
1.624993176E+01 6.776200000E-05 6.771700000E-05 6.805500000E-05 6.872400000E-05
1.574996808E+01 3.774600000E-05 3.870300000E-05 4.056600000E-05 4.253500000E-05
1.524993176E+01 1.291100000E-05 2.038300000E-05 2.699500000E-05 3.268300000E-05
