T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193166144E+00 1.193887283E+0 -7.211390000E-04 1.193166144E+00 1.193887283E+0 -7.211390000E-04
295 1.191346239E+00 1.197668790E+0 -6.322551000E-03 1.191346239E+00 1.197668790E+0 -6.322551000E-03
300 1.199881182E+00 1.201458362E+0 -1.577180000E-03 1.199881182E+00 1.201458362E+0 -1.577180000E-03
305 1.208253387E+00 1.205255449E+0 2.997938000E-03 1.208253387E+00 1.205255449E+0 2.997938000E-03
310 1.206518339E+00 1.209058901E+0 -2.540562000E-03 1.206518339E+00 1.209058901E+0 -2.540562000E-03
315 1.209021220E+00 1.212866183E+0 -3.844963000E-03 1.209021220E+00 1.212866183E+0 -3.844963000E-03
320 1.212831028E+00 1.216671662E+0 -3.840634000E-03 1.212831028E+00 1.216671662E+0 -3.840634000E-03
325 1.219269967E+00 1.220462975E+0 -1.193008000E-03 1.219269967E+00 1.220462975E+0 -1.193008000E-03
330 1.225661250E+00 1.224213505E+0 1.447745000E-03 1.225661250E+00 1.224213505E+0 1.447745000E-03
335 1.231177600E+00 1.227867243E+0 3.310357000E-03 1.231177600E+00 1.227867243E+0 3.310357000E-03
340 1.235553858E+00 1.231309229E+0 4.244629000E-03 1.235553858E+00 1.231309229E+0 4.244629000E-03
