T nFsrh nFBsrh dnsrh nF nFB dn
290 1.159726747E+00 1.155289094E+0 4.437653000E-03 1.159726747E+00 1.155289094E+0 4.437653000E-03
295 1.157531878E+00 1.158053861E+0 -5.219830000E-04 1.157531878E+00 1.158053861E+0 -5.219830000E-04
300 1.161736505E+00 1.160382389E+0 1.354116000E-03 1.161736505E+00 1.160382389E+0 1.354116000E-03
305 1.165366566E+00 1.161616138E+0 3.750428000E-03 1.165366566E+00 1.161616138E+0 3.750428000E-03
310 1.166873934E+00 1.160283201E+0 6.590733000E-03 1.166873934E+00 1.160283201E+0 6.590733000E-03
315 1.146326581E+00 1.153531210E+0 -7.204629000E-03 1.146326581E+00 1.153531210E+0 -7.204629000E-03
320 1.129491632E+00 1.137310206E+0 -7.818574000E-03 1.129491632E+00 1.137310206E+0 -7.818574000E-03
325 1.114268057E+00 1.109533270E+0 4.734787000E-03 1.114268057E+00 1.109533270E+0 4.734787000E-03
330 1.090217742E+00 1.075361290E+0 1.485645200E-02 1.090217742E+00 1.075361290E+0 1.485645200E-02
335 1.028066686E+00 1.045086187E+0 -1.701950100E-02 1.028066686E+00 1.045086187E+0 -1.701950100E-02
340 1.006571396E+00 1.024510595E+0 -1.793919900E-02 1.006571396E+00 1.024510595E+0 -1.793919900E-02
