X Y Xfit Yfit
3.6885900E+1 1.8432100E+2 3.9245424E+1 1.7337195E+2
4.0243100E+1 2.0045000E+2 4.1276232E+1 1.9029934E+2
4.3664000E+1 2.1788300E+2 4.3664000E+1 2.0876818E+2
4.7349200E+1 2.3685200E+2 4.6456291E+1 2.2889109E+2
5.1313500E+1 2.5748500E+2 4.9701272E+1 2.5078382E+2
5.5471200E+1 2.7988700E+2 5.3445414E+1 2.7456521E+2
6.0063900E+1 3.0444300E+2 5.7730487E+1 3.0035790E+2
6.4943800E+1 3.3091300E+2 6.2589962E+1 3.2828991E+2
7.0179800E+1 3.5979100E+2 6.8045024E+1 3.5849765E+2
7.5682800E+1 3.9119300E+2 7.4100605E+1 3.9113047E+2
8.1593300E+1 4.2530000E+2 8.0741997E+1 4.2635702E+2
8.7932700E+1 4.6271100E+2 8.7932700E+1 4.6437321E+2
9.4535200E+1 5.0302700E+2 9.5614171E+1 5.0541152E+2
1.0144400E+2 5.4707100E+2 1.0370790E+2 5.4975079E+2
1.0893300E+2 5.9500200E+2 1.1211994E+2 5.9772565E+2
1.1646900E+2 6.4771000E+2 1.2074766E+2 6.4973470E+2
1.2445300E+2 7.0477700E+2 1.2948776E+2 7.0624662E+2
1.3303400E+2 7.6733900E+2 1.3824473E+2 7.6780383E+2
1.4169300E+2 8.3538400E+2 1.4693864E+2 8.3502423E+2
1.5030000E+2 9.1027900E+2 1.5551126E+2 9.0860121E+2
1.5888600E+2 9.9155600E+2 1.6393021E+2 9.8930283E+2
1.6795500E+2 1.0807400E+3 1.7219100E+2 1.0779722E+3
1.7682100E+2 1.1782900E+3 1.8031724E+2 1.1755277E+3
1.8739100E+2 1.2861900E+3 1.8835971E+2 1.2829664E+3
1.9592400E+2 1.4051500E+3 1.9639483E+2 1.4013687E+3
2.0496900E+2 1.5345500E+3 2.0452318E+2 1.5319051E+3
2.1448100E+2 1.6780300E+3 2.1286861E+2 1.6758458E+3
2.2427800E+2 1.8354200E+3 2.2157821E+2 1.8345713E+3
2.3540700E+2 2.0093600E+3 2.3082346E+2 2.0095847E+3
2.4652400E+2 2.2009900E+3 2.4080277E+2 2.2025267E+3
2.5501200E+2 2.4151900E+3 2.5174538E+2 2.4151900E+3
2.6873500E+2 2.6419000E+3 2.6391684E+2 2.6495370E+3
2.8033800E+2 2.8988900E+3 2.7762627E+2 2.9077175E+3
2.9865900E+2 3.1847200E+3 2.9323535E+2 3.1920883E+3
3.1223600E+2 3.4869900E+3 3.1116956E+2 3.5052346E+3
3.2757100E+2 3.8350300E+3 3.3193183E+2 3.8499917E+3
3.5611900E+2 4.2129600E+3 3.5611900E+2 4.2294698E+3
3.8782400E+2 4.6357900E+3 3.8444178E+2 4.6470793E+3
4.2283000E+2 5.0959400E+3 4.1774867E+2 5.1065584E+3
4.5260400E+2 5.5846900E+3 4.5705468E+2 5.6120016E+3
4.8802900E+2 6.1503300E+3 5.0357586E+2 6.1678903E+3
5.5605400E+2 6.7455400E+3 5.5877071E+2 6.7791244E+3
6.2741500E+2 7.4381400E+3 6.2438965E+2 7.4510538E+3
7.1736500E+2 8.1590700E+3 7.0253442E+2 8.1895112E+3
7.8024200E+2 8.9769400E+3 7.9572889E+2 9.0008435E+3
8.7194800E+2 9.8906300E+3 9.0700349E+2 9.8919400E+3
1.0161300E+3 1.0868300E+4 1.0399958E+3 1.0870258E+4
1.1714000E+3 1.1927900E+4 1.1990693E+3 1.1943842E+4
1.3735700E+3 1.3111100E+4 1.3894541E+3 1.3121328E+4
1.5954300E+3 1.4389100E+4 1.6174125E+3 1.4411943E+4
1.8943600E+3 1.5809100E+4 1.8904302E+3 1.5825468E+4
2.2174400E+3 1.7349600E+4 2.2174400E+3 1.7372188E+4
2.5656400E+3 1.9105700E+4 2.6090779E+3 1.9062801E+4
3.0220100E+3 2.0933300E+4 3.0779689E+3 2.0908254E+4
3.6343700E+3 2.3031700E+4 3.6390502E+3 2.2919547E+4
4.3544000E+3 2.5098700E+4 4.3099152E+3 2.5107416E+4
5.2501400E+3 2.7511600E+4 5.1111813E+3 2.7481935E+4
6.0898500E+3 3.0165900E+4 6.0668466E+3 3.0051946E+4
7.3721900E+3 3.2841700E+4 7.2046289E+3 3.2824367E+4
8.6587600E+3 3.5707000E+4 8.5562230E+3 3.5803270E+4
1.0244400E+4 3.8998700E+4 1.0157436E+4 3.8988773E+4
1.2292600E+4 4.2505600E+4 1.2048097E+4 4.2375672E+4
1.4499400E+4 4.5855500E+4 1.4271683E+4 4.5951910E+4
1.6693700E+4 4.9748400E+4 1.6874460E+4 4.9696799E+4
1.9772000E+4 5.3633400E+4 1.9904061E+4 5.3579186E+4
2.3225800E+4 5.7777900E+4 2.3407470E+4 5.7555852E+4
2.7626800E+4 6.0773500E+4 2.7427938E+4 6.1569907E+4
3.2811800E+4 6.5887000E+4 3.2001493E+4 6.5550323E+4
3.7982800E+4 6.8881300E+4 3.7152276E+4 6.9412015E+4
4.2851200E+4 7.3058000E+4 4.2887946E+4 7.3057833E+4
5.0067900E+4 7.6897900E+4 4.9194879E+4 7.6382022E+4
5.5425100E+4 7.9212500E+4 5.6034474E+4 7.9275757E+4
6.4703900E+4 8.0030500E+4 6.3340909E+4 8.1634211E+4
7.1021400E+4 8.3201300E+4 7.1021400E+4 8.3364752E+4
