0.0009 -1.5074E-0005
0.0111 -2.1761E-0007
0.0209  1.4382E-0005
0.0309  2.9871E-0005
0.0410  4.5470E-0005
0.0509  6.1910E-0005
0.0611  7.9397E-0005
0.0711  9.6683E-0005
0.0811  1.1538E-0004
0.0909  1.3467E-0004
0.1010  1.5548E-0004
0.1110  1.7719E-0004
0.1210  2.0070E-0004
0.1311  2.2553E-0004
0.1411  2.5216E-0004
0.1517  2.8090E-0004
0.1613  3.1307E-0004
0.1711  3.4643E-0004
0.1811  3.8382E-0004
0.1913  4.2553E-0004
0.2012  4.7176E-0004
0.2114  5.2503E-0004
0.2213  5.8131E-0004
0.2315  6.4864E-0004
0.2415  7.2402E-0004
0.2517  8.1146E-0004
0.2618  9.1497E-0004
0.2718  1.0346E-0003
0.2819  1.1723E-0003
0.2920  1.3411E-0003
0.3021  1.5411E-0003
0.3119  1.7763E-0003
0.3218  2.0667E-0003
0.3318  2.4386E-0003
0.3415  2.8406E-0003
0.3512  3.3522E-0003
0.3703  4.7174E-0003
0.3798  5.5831E-0003
0.3893  6.6279E-0003
0.4001  8.0308E-0003
0.4093  9.4537E-0003
0.4293  1.3105E-0002
0.4399  1.5444E-0002
0.4505  1.8001E-0002
