name time T kT_1 I
00 8:03:34 293.3 39.53 8.391E-008
00 8:23:06 294.9 39.32 1.028E-007
00 8:41:46 297.1 39.02 8.968E-008
00 8:47:58 297.6 38.96 1.098E-007
00 8:52:00 297.8 38.93 1.202E-007
00 9:13:54 300.4 38.6 1.467E-007
00 9:28:12 301.1 38.51 1.425E-007
00 9:48:40 304.1 38.13 1.728E-007
00 10:07:44 307.2 37.74 1.938E-007
001 10:25:38 308.8 37.55 2.087E-007
001 11:35:04 314.2 36.9 2.551E-007
001 13:22:02 320.9 36.13 3.783E-007
001 14:11:26 329.6 35.18 6.110E-007
001 15:24:02 335.9 34.52 8.501E-007
001 16:00:14 338.1 34.29 9.446E-007
