T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.015308600E-02 1.721267000E-02 2.263127300E-02 2.631252400E-02 3.176442300E-02 4.294110700E-02 5.563428000E-02 6.401890500E-02 7.001739800E-02
295 7.957369000E-03 1.686388200E-02 2.254645200E-02 2.660738700E-02 3.122042400E-02 4.167905300E-02 5.401981000E-02 6.252572200E-02 6.876279500E-02
300 2.421257000E-03 1.531777600E-02 2.239257000E-02 2.653003700E-02 3.078436800E-02 4.043347800E-02 5.279864600E-02 6.126483200E-02 6.711792500E-02
305 -9.438077000E-03 1.180625100E-02 2.136079100E-02 2.632875000E-02 3.066037300E-02 3.964509000E-02 5.123631400E-02 5.950261700E-02 6.572783200E-02
310 -3.243989000E-02 4.507760000E-03 1.919322000E-02 2.538336100E-02 3.028443800E-02 3.880910600E-02 4.986541300E-02 5.783895900E-02 6.392588000E-02
315 -7.216442500E-02 -9.465059000E-03 1.500450300E-02 2.440196600E-02 2.985523300E-02 3.812387700E-02 4.901345100E-02 5.675153800E-02 6.223620200E-02
320 -1.303193190E-01 -3.495977400E-02 6.690131000E-03 2.242013500E-02 2.935075500E-02 3.785014400E-02 4.809366100E-02 5.562247000E-02 6.125830800E-02
325 -9.751191700E-02 -7.662212600E-02 -8.477971000E-03 1.744560900E-02 2.806597500E-02 3.721544400E-02 4.740609400E-02 5.480145600E-02 6.026243300E-02
330 -9.802429000E-03 -1.354495190E-01 -3.446412900E-02 9.203382000E-03 2.567685400E-02 3.642725500E-02 4.720105800E-02 5.469148000E-02 5.920451500E-02
335 7.697473000E-03 -1.082003020E-01 -7.609988800E-02 -7.090781000E-03 2.151281700E-02 3.548917000E-02 4.675155700E-02 5.445780500E-02 5.957048800E-02
340 1.182119000E-02 -2.232616700E-02 -1.334801340E-01 -3.189537900E-02 1.357585100E-02 3.327531900E-02 4.621197600E-02 5.457633800E-02 6.011336500E-02
