N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 320 2.400E-4 1.215053010E+00 1.262634686E+00
1.468000E+10 1.000E+17 320 2.400E-4 1.231521069E+00 1.264095860E+00
2.154000E+10 1.000E+17 320 2.400E-4 1.240089600E+00 1.266430021E+00
3.162000E+10 1.000E+17 320 2.400E-4 1.252471997E+00 1.269729685E+00
4.642000E+10 1.000E+17 320 2.400E-4 1.262021978E+00 1.273538994E+00
6.813000E+10 1.000E+17 320 2.400E-4 1.269305073E+00 1.278256054E+00
1.000000E+11 1.000E+17 320 2.400E-4 1.277299305E+00 1.283951154E+00
1.468000E+11 1.000E+17 320 2.400E-4 1.287424939E+00 1.290521793E+00
2.154000E+11 1.000E+17 320 2.400E-4 1.294959302E+00 1.296240149E+00
3.162000E+11 1.000E+17 320 2.400E-4 1.300986875E+00 1.301382888E+00
4.642000E+11 1.000E+17 320 2.400E-4 1.306549240E+00 1.306382466E+00
6.813000E+11 1.000E+17 320 2.400E-4 1.310735129E+00 1.311012727E+00
1.000000E+12 1.000E+17 320 2.400E-4 1.314657554E+00 1.315090703E+00
1.468000E+12 1.000E+17 320 2.400E-4 1.319220058E+00 1.319618899E+00
2.154000E+12 1.000E+17 320 2.400E-4 1.323041714E+00 1.323430282E+00
3.162000E+12 1.000E+17 320 2.400E-4 1.294288133E+00 1.294737961E+00
4.642000E+12 1.000E+17 320 2.400E-4 1.313164617E+00 1.313553982E+00
6.813000E+12 1.000E+17 320 2.400E-4 1.341327854E+00 1.341583952E+00
1.000000E+13 1.000E+17 320 2.400E-4 1.342075462E+00 1.342160630E+00
