N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198061859E+00 1.195229855E+00 1.192615590E+00 1.190330839E+00
1.600000000E+01 1.218984711E+00 1.216639987E+00 1.214934348E+00 1.212940740E+00
1.700000000E+01 1.244621640E+00 1.243652453E+00 1.243714384E+00 1.244137359E+00
1.549996187E+01 1.206635745E+00 1.203864625E+00 1.201299255E+00 1.199521949E+00
1.649996187E+01 1.221694228E+00 1.220089446E+00 1.219054923E+00 1.218306214E+00
1.674996808E+01 1.229197161E+00 1.228135569E+00 1.227678327E+00 1.227092209E+00
1.624993176E+01 1.220324839E+00 1.218429251E+00 1.216920527E+00 1.215718530E+00
1.574996808E+01 1.213072550E+00 1.210637905E+00 1.208325154E+00 1.206343183E+00
1.524993176E+01 1.202592404E+00 1.199722707E+00 1.197200867E+00 1.195257771E+00
