N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.097992018E+00 1.080028466E+00 1.063042998E+00 1.046115219E+00
1.600000000E+01 1.255185442E+00 1.252079044E+00 1.249226929E+00 1.246514800E+00
1.700000000E+01 1.320555612E+00 1.316730978E+00 1.312447499E+00 1.310913926E+00
1.549996187E+01 1.223443653E+00 1.218092823E+00 1.214948565E+00 1.211242759E+00
1.649996187E+01 1.283771125E+00 1.279881951E+00 1.277474062E+00 1.275379837E+00
1.674996808E+01 1.300990704E+00 1.295846133E+00 1.293692384E+00 1.291756827E+00
1.624993176E+01 1.268535388E+00 1.265513570E+00 1.263085384E+00 1.261031038E+00
1.574996808E+01 1.241412269E+00 1.238191816E+00 1.234516516E+00 1.232241153E+00
1.524993176E+01 1.188513376E+00 1.180419782E+00 1.173229758E+00 1.166292284E+00
