N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.151831276E+00 1.153556691E+00 1.155396033E+00 1.155796181E+00
1.600000000E+01 1.261000659E+00 1.259661432E+00 1.258591220E+00 1.257648523E+00
1.700000000E+01 1.332267198E+00 1.330916565E+00 1.328830506E+00 1.329189940E+00
1.549996187E+01 1.231999766E+00 1.229803797E+00 1.229868269E+00 1.229315052E+00
1.649996187E+01 1.291713548E+00 1.289846027E+00 1.289349391E+00 1.289032497E+00
1.674996808E+01 1.310696368E+00 1.307823437E+00 1.307760996E+00 1.307684629E+00
1.624993176E+01 1.275144591E+00 1.273949198E+00 1.273310459E+00 1.272975375E+00
1.574996808E+01 1.247353352E+00 1.246144643E+00 1.244538051E+00 1.244324722E+00
1.524993176E+01 1.207804067E+00 1.206973160E+00 1.206965976E+00 1.206868746E+00
