N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.184743412E+00 1.186443328E+00 1.186753263E+00 1.185238559E+00
1.600000000E+01 1.268858508E+00 1.268559669E+00 1.268209576E+00 1.267773360E+00
1.700000000E+01 1.346154552E+00 1.345862354E+00 1.344451765E+00 1.345206832E+00
1.549996187E+01 1.240021841E+00 1.238745632E+00 1.239400703E+00 1.239216730E+00
1.649996187E+01 1.302243436E+00 1.301507476E+00 1.301743926E+00 1.301894351E+00
1.674996808E+01 1.322928169E+00 1.321187709E+00 1.321847922E+00 1.322201025E+00
1.624993176E+01 1.284167485E+00 1.284060758E+00 1.284159355E+00 1.284309657E+00
1.574996808E+01 1.254610945E+00 1.254397277E+00 1.253491399E+00 1.253757861E+00
1.524993176E+01 1.220958638E+00 1.220812052E+00 1.220937894E+00 1.220737634E+00
