N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.140034589E+00 1.139702959E+00 1.140586701E+00 1.140875036E+00
1.600000000E+01 1.259367158E+00 1.257656285E+00 1.256269778E+00 1.255063969E+00
1.700000000E+01 1.329098225E+00 1.327272861E+00 1.324827286E+00 1.324929441E+00
1.549996187E+01 1.229930435E+00 1.227270489E+00 1.226982475E+00 1.226176706E+00
1.649996187E+01 1.289480337E+00 1.287185140E+00 1.286344917E+00 1.285761163E+00
1.674996808E+01 1.308012506E+00 1.304678015E+00 1.304254488E+00 1.303912230E+00
1.624993176E+01 1.273271707E+00 1.271683566E+00 1.270717260E+00 1.270119372E+00
1.574996808E+01 1.245760499E+00 1.244171914E+00 1.242243982E+00 1.241770073E+00
1.524993176E+01 1.203559151E+00 1.201923214E+00 1.201444653E+00 1.201137126E+00
