N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.104849455E+00 1.090858114E+00 1.078738159E+00 1.067480929E+00
1.600000000E+01 1.255759265E+00 1.252894846E+00 1.250332167E+00 1.247957939E+00
1.700000000E+01 1.321761171E+00 1.318297903E+00 1.314385226E+00 1.313221564E+00
1.549996187E+01 1.224457830E+00 1.219684507E+00 1.217266467E+00 1.214429164E+00
1.649996187E+01 1.284549946E+00 1.280932063E+00 1.278825120E+00 1.277058913E+00
1.674996808E+01 1.301962626E+00 1.297133921E+00 1.295319374E+00 1.293736705E+00
1.624993176E+01 1.269177827E+00 1.266398302E+00 1.264249364E+00 1.262510660E+00
1.574996808E+01 1.242037986E+00 1.239125688E+00 1.235831794E+00 1.234009186E+00
1.524993176E+01 1.190998796E+00 1.184401720E+00 1.179092478E+00 1.174391276E+00
