fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_305 001_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.844962112E-15 1.000000000E+20 1.190326346E+00 3.884178839E-16 2.078340276E-04 
001_305_SRH 001_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.456052177E-15 1.000000000E+20 1.229961555E+00 3.610486898E-16 4.563912113E-04 
002_305 002_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.461221864E-15 1.000000000E+20 1.211312793E+00 5.532813011E-16 2.552198454E-04 
002_305_SRH 002_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.086184203E-15 1.000000000E+20 1.230477598E+00 5.291751448E-16 4.675045326E-04 
003_305 003_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.309784495E-15 1.000000000E+20 1.220928905E+00 7.963541278E-16 3.105643119E-04 
003_305_SRH 003_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.959677339E-15 1.000000000E+20 1.231188616E+00 7.751740697E-16 4.835580444E-04 
004_305 004_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.457762804E-15 1.000000000E+20 1.226222615E+00 1.154222751E-15 3.671890522E-04 
004_305_SRH 004_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.144295425E-15 1.000000000E+20 1.232143393E+00 1.134779755E-15 5.065846050E-04 
005_305 005_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.971218619E-15 1.000000000E+20 1.229426216E+00 1.678488211E-15 4.265911300E-04 
005_305_SRH 005_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.707057719E-15 1.000000000E+20 1.233382409E+00 1.659957509E-15 5.392878210E-04 
006_305 006_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.906476225E-15 1.000000000E+20 1.232307875E+00 2.443796800E-15 4.941435100E-04 
006_305_SRH 006_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.702393509E-15 1.000000000E+20 1.234921070E+00 2.426329107E-15 5.851079294E-04 
007_305 007_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.201735132E-19 1.000000000E+20 1.014502380E+00 1.375343092E-14 2.874575870E-03 
007_305_SRH 007_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.016204913E-14 1.000000000E+20 1.236732921E+00 3.544187139E-15 6.481589640E-04 
008_305 008_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.415680439E-14 1.000000000E+20 1.237634933E+00 5.189926420E-15 6.715020100E-04 
008_305_SRH 008_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.309601126E-14 1.000000000E+20 1.238739740E+00 5.174902398E-15 7.329559407E-04 
009_305 009_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.749557277E-14 1.000000000E+20 1.240556399E+00 7.576756111E-15 7.961819393E-04 
009_305_SRH 009_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.650976556E-14 1.000000000E+20 1.241116460E+00 7.560287810E-15 8.460919135E-04 
010_305 010_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.134386254E-14 1.000000000E+20 1.242718858E+00 1.105430086E-14 9.449707218E-04 
010_305_SRH 010_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.043419815E-14 1.000000000E+20 1.243633433E+00 1.105401082E-14 9.826171223E-04 
011_305 011_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.580016620E-14 1.000000000E+20 1.244988706E+00 1.615346617E-14 1.118538895E-03 
011_305_SRH 011_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.495253847E-14 1.000000000E+20 1.245500174E+00 1.615056296E-14 1.152504292E-03 
012_305 012_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.104910636E-14 1.000000000E+20 1.250751932E+00 2.365510357E-14 1.336491236E-03 
012_305_SRH 012_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.027514526E-14 1.000000000E+20 1.252395123E+00 2.366538236E-14 1.366645595E-03 
013_305 013_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.733250442E-14 1.000000000E+20 1.260157661E+00 3.475817800E-14 1.602462628E-03 
013_305_SRH 013_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.657970726E-14 1.000000000E+20 1.260288326E+00 3.474850917E-14 1.628503220E-03 
014_305 014_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.462427403E-14 1.000000000E+20 1.261500225E+00 5.087520665E-14 1.879240360E-03 
014_305_SRH 014_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.390442977E-14 1.000000000E+20 1.261568661E+00 5.086371224E-14 1.903566940E-03 
015_305 015_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.322434958E-14 1.000000000E+20 1.262621945E+00 7.450386542E-14 2.194540615E-03 
015_305_SRH 015_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.256154611E-14 1.000000000E+20 1.263706922E+00 7.469970096E-14 2.217059040E-03 
016_305 016_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.365880256E-14 1.000000000E+20 1.271956531E+00 1.116403773E-13 2.613437897E-03 
016_305_SRH 016_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.298476564E-14 1.000000000E+20 1.271940770E+00 1.116168442E-13 2.633433401E-03 
017_305 017_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.547551046E-14 1.000000000E+20 1.272195364E+00 1.636000330E-13 3.010155184E-03 
017_305_SRH 017_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.480821914E-14 1.000000000E+20 1.272131165E+00 1.635866153E-13 3.026481428E-03 
018_305 018_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.742278597E-14 1.000000000E+20 1.271095251E+00 2.422136695E-13 3.409402738E-03 
018_305_SRH 018_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.676629584E-14 1.000000000E+20 1.271042991E+00 2.422069927E-13 3.424747321E-03 
019_305 019_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.055375793E-13 1.000000000E+20 1.281794925E+00 3.553617400E-13 4.136080864E-03 
019_305_SRH 019_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.049062015E-13 1.000000000E+20 1.281832632E+00 3.553758814E-13 4.149918738E-03 
