N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.061000000E-05 9.859000000E-06 9.658000000E-06 9.660000000E-06
1.600000000E+01 2.329000000E-04 2.078760000E-04 1.921900000E-04 1.822170000E-04
1.700000000E+01 3.783810000E-03 3.611451000E-03 3.522163000E-03 3.452899000E-03
1.549996187E+01 6.031500000E-05 5.366200000E-05 4.952000000E-05 4.686300000E-05
1.649996187E+01 9.384610000E-04 8.632200000E-04 8.150020000E-04 7.835390000E-04
1.674996808E+01 1.898110000E-03 1.777908000E-03 1.702528000E-03 1.653255000E-03
1.624993176E+01 4.651940000E-04 4.202060000E-04 3.919530000E-04 3.737520000E-04
1.574996808E+01 1.181220000E-04 1.048370000E-04 9.664200000E-05 9.131300000E-05
1.524993176E+01 2.960300000E-05 2.660000000E-05 2.480500000E-05 2.370700000E-05
