Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.009604306E+00 1.185150195E+00 -1.755458890E-01 1.008156884E+00 1.178249536E+00 -1.700926520E-01 1.447422000E-03 6.900659000E-03
1.468000E+10 1.009603571E+00 1.185303513E+00 -1.756999420E-01 1.008560460E+00 1.180524756E+00 -1.719642960E-01 1.043111000E-03 4.778757000E-03
2.154000E+10 1.009602850E+00 1.185526477E+00 -1.759236270E-01 1.008862117E+00 1.182230557E+00 -1.733684400E-01 7.407330000E-04 3.295920000E-03
3.162000E+10 1.009602545E+00 1.185849378E+00 -1.762468330E-01 1.009081902E+00 1.183582082E+00 -1.745001800E-01 5.206430000E-04 2.267296000E-03
4.642000E+10 1.009603658E+00 1.186314133E+00 -1.767104750E-01 1.009240053E+00 1.184756574E+00 -1.755165210E-01 3.636050000E-04 1.557559000E-03
6.813000E+10 1.009608473E+00 1.186977124E+00 -1.773686510E-01 1.009355309E+00 1.185907399E+00 -1.765520900E-01 2.531640000E-04 1.069725000E-03
1.000000E+11 1.009621865E+00 1.187910986E+00 -1.782891210E-01 1.009445557E+00 1.187175628E+00 -1.777300710E-01 1.763080000E-04 7.353580000E-04
1.468000E+11 1.009653647E+00 1.189202927E+00 -1.795492800E-01 1.009530393E+00 1.188696295E+00 -1.791659020E-01 1.232540000E-04 5.066320000E-04
2.154000E+11 1.009722368E+00 1.190946120E+00 -1.812237520E-01 1.009635484E+00 1.190595725E+00 -1.809602410E-01 8.688400000E-05 3.503950000E-04
3.162000E+11 1.013142540E+00 1.193219744E+00 -1.800772040E-01 1.013286148E+00 1.192975965E+00 -1.796898170E-01 -1.436080000E-04 2.437790000E-04
4.642000E+11 1.042753075E+00 1.196056687E+00 -1.533036120E-01 1.042837659E+00 1.195885636E+00 -1.530479770E-01 -8.458400000E-05 1.710510000E-04
6.813000E+11 1.074704451E+00 1.199407531E+00 -1.247030800E-01 1.074747037E+00 1.199286162E+00 -1.245391250E-01 -4.258600000E-05 1.213690000E-04
1.000000E+12 1.105763845E+00 1.203124681E+00 -9.736083600E-02 1.105778085E+00 1.203037371E+00 -9.725928600E-02 -1.424000000E-05 8.731000000E-05
1.468000E+12 1.132886816E+00 1.206993028E+00 -7.410621200E-02 1.132883968E+00 1.206929204E+00 -7.404523600E-02 2.848000000E-06 6.382400000E-05
2.154000E+12 1.154627879E+00 1.210804253E+00 -5.617637400E-02 1.154616579E+00 1.210756785E+00 -5.614020600E-02 1.130000000E-05 4.746800000E-05
3.162000E+12 1.171365623E+00 1.214425432E+00 -4.305980900E-02 1.171351473E+00 1.214389456E+00 -4.303798300E-02 1.415000000E-05 3.597600000E-05
4.642000E+12 1.184393484E+00 1.217814118E+00 -3.342063400E-02 1.184379438E+00 1.217786279E+00 -3.340684100E-02 1.404600000E-05 2.783900000E-05
6.813000E+12 1.194925199E+00 1.220980115E+00 -2.605491600E-02 1.194912448E+00 1.220958082E+00 -2.604563400E-02 1.275100000E-05 2.203300000E-05
1.000000E+13 1.203742926E+00 1.223956605E+00 -2.021367900E-02 1.203731749E+00 1.223938776E+00 -2.020702700E-02 1.117700000E-05 1.782900000E-05
