T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.191938541E+00 1.193000227E+00 1.193795803E+00 1.194397674E+00 1.194870810E+00 1.195272650E+00 1.195669992E+00 1.196088864E+00 1.196603392E+00 1.197257856E+00 1.198141832E+00 1.199322798E+00 1.200911467E+00 1.202989461E+00 1.205645609E+00 1.208900616E+00 1.212753355E+00 1.217135992E+00 1.221957922E+00
295 1.193335685E+00 1.194340873E+00 1.195087682E+00 1.195648656E+00 1.196086599E+00 1.196455704E+00 1.196804559E+00 1.197200867E+00 1.197652708E+00 1.198248298E+00 1.199033739E+00 1.200080573E+00 1.201482712E+00 1.203313878E+00 1.205659082E+00 1.208549509E+00 1.211981695E+00 1.215910866E+00 1.220261915E+00
300 1.194954700E+00 1.195957193E+00 1.196695021E+00 1.197244922E+00 1.197670953E+00 1.198026967E+00 1.198360258E+00 1.198715592E+00 1.199159214E+00 1.199710287E+00 1.200423889E+00 1.201385070E+00 1.202662446E+00 1.204324087E+00 1.206423485E+00 1.209019702E+00 1.212090963E+00 1.215609356E+00 1.219519846E+00
305 1.195902888E+00 1.196941658E+00 1.197699945E+00 1.198262342E+00 1.198697241E+00 1.199060919E+00 1.199401999E+00 1.199765791E+00 1.200198223E+00 1.200748908E+00 1.201472582E+00 1.202428334E+00 1.203662963E+00 1.205257345E+00 1.207235555E+00 1.209619918E+00 1.212416714E+00 1.215583785E+00 1.219094611E+00
310 1.195258538E+00 1.196367267E+00 1.197174243E+00 1.197775315E+00 1.198246625E+00 1.198650388E+00 1.199040393E+00 1.199466685E+00 1.199979219E+00 1.200629545E+00 1.201470073E+00 1.202550340E+00 1.203911759E+00 1.205582987E+00 1.207578441E+00 1.209898948E+00 1.212532328E+00 1.215454698E+00 1.218635947E+00
315 1.190503426E+00 1.191696039E+00 1.192572350E+00 1.193242331E+00 1.193793868E+00 1.194300538E+00 1.194828258E+00 1.195440300E+00 1.196199639E+00 1.197167385E+00 1.198396053E+00 1.199918513E+00 1.201737887E+00 1.203826959E+00 1.206142392E+00 1.208645087E+00 1.211310587E+00 1.214124884E+00 1.217078585E+00
320 1.176931564E+00 1.178180238E+00 1.179131570E+00 1.179910481E+00 1.180621649E+00 1.181359484E+00 1.182216085E+00 1.183285998E+00 1.184665404E+00 1.186422154E+00 1.188654981E+00 1.191343541E+00 1.194404760E+00 1.197680997E+00 1.200993529E+00 1.204214680E+00 1.207304932E+00 1.210286415E+00 1.213201794E+00
325 1.143479299E+00 1.144630155E+00 1.145600096E+00 1.146523603E+00 1.147527346E+00 1.148742663E+00 1.150315050E+00 1.152407958E+00 1.155194860E+00 1.158831549E+00 1.163401637E+00 1.168841377E+00 1.174879683E+00 1.181059205E+00 1.186882065E+00 1.192006018E+00 1.196360066E+00 1.200068453E+00 1.203314918E+00
330 1.073845358E+00 1.074519306E+00 1.075313165E+00 1.076350446E+00 1.077778209E+00 1.079782757E+00 1.082602220E+00 1.086530337E+00 1.091899921E+00 1.099027349E+00 1.108098215E+00 1.118995963E+00 1.131139917E+00 1.143488240E+00 1.154831833E+00 1.164301355E+00 1.171685949E+00 1.177314953E+00 1.181690451E+00
335 1.008081587E+00 1.008508094E+00 1.008830797E+00 1.009069789E+00 1.009245761E+00 1.009377547E+00 1.009481710E+00 1.009573508E+00 1.009668875E+00 1.009787471E+00 1.009956925E+00 1.025830210E+00 1.047372854E+00 1.069921641E+00 1.091020038E+00 1.108606847E+00 1.121931574E+00 1.131528604E+00 1.138452749E+00
340 1.009014276E+00 1.009488665E+00 1.009842273E+00 1.010096382E+00 1.010272239E+00 1.010388079E+00 1.010458397E+00 1.010494784E+00 1.010508024E+00 1.010511686E+00 1.010527646E+00 1.010593494E+00 1.010770277E+00 1.011145875E+00 1.011827852E+00 1.014420360E+00 1.036128303E+00 1.051697236E+00 1.062728388E+00
