N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.017115555E+00 1.017057616E+00 1.016974330E+00 1.016855779E+00 1.016689443E+00 1.016460972E+00 1.016156890E+00 1.015770823E+00 1.015314825E+00 1.014835516E+00 1.014429461E+00 1.014244688E+00 1.014454832E+00 1.015208756E+00 1.016587833E+00 1.018603933E+00 1.032398543E+00 1.052056251E+00 1.068310720E+00
1.600000000E+01 1.242788056E+00 1.243015083E+00 1.243342119E+00 1.243809255E+00 1.244468594E+00 1.245383814E+00 1.246625479E+00 1.248259858E+00 1.250330254E+00 1.252836305E+00 1.255723128E+00 1.258893109E+00 1.262238244E+00 1.265672759E+00 1.269147168E+00 1.272645048E+00 1.276175178E+00 1.279764422E+00 1.283449840E+00
1.700000000E+01 1.321082725E+00 1.321211050E+00 1.321397179E+00 1.321665779E+00 1.322050520E+00 1.322595995E+00 1.323358591E+00 1.324405177E+00 1.325808164E+00 1.327636278E+00 1.329942549E+00 1.332753269E+00 1.336062793E+00 1.339837190E+00 1.344026091E+00 1.348577639E+00 1.353448878E+00 1.358606831E+00 1.364022832E+00
1.549996187E+01 1.111901581E+00 1.113128103E+00 1.114893746E+00 1.117412860E+00 1.120960913E+00 1.125866339E+00 1.132472068E+00 1.141046285E+00 1.151632694E+00 1.163876962E+00 1.176946631E+00 1.189699367E+00 1.201110036E+00 1.210681260E+00 1.218506183E+00 1.224994571E+00 1.230567572E+00 1.235526630E+00 1.240056538E+00
1.649996187E+01 1.283462447E+00 1.283589138E+00 1.283772602E+00 1.284036685E+00 1.284413649E+00 1.284945408E+00 1.285683556E+00 1.286686709E+00 1.288013860E+00 1.289713983E+00 1.291814576E+00 1.294314560E+00 1.297186102E+00 1.300385269E+00 1.303866416E+00 1.307594735E+00 1.311552904E+00 1.315739904E+00 1.320163186E+00
1.674996808E+01 1.301225514E+00 1.301350796E+00 1.301532383E+00 1.301794099E+00 1.302168355E+00 1.302697665E+00 1.303435127E+00 1.304442467E+00 1.305784374E+00 1.307518977E+00 1.309686472E+00 1.312300518E+00 1.315346830E+00 1.318790029E+00 1.322585856E+00 1.326694248E+00 1.331087684E+00 1.335751209E+00 1.340675527E+00
1.624993176E+01 1.265072307E+00 1.265219459E+00 1.265432138E+00 1.265737400E+00 1.266171296E+00 1.266779710E+00 1.267617247E+00 1.268742584E+00 1.270209088E+00 1.272052231E+00 1.274278036E+00 1.276859866E+00 1.279746680E+00 1.282879119E+00 1.286205657E+00 1.289693565E+00 1.293333016E+00 1.297134258E+00 1.301118981E+00
1.574996808E+01 1.204646478E+00 1.205137367E+00 1.205842954E+00 1.206847616E+00 1.208258777E+00 1.210203247E+00 1.212811982E+00 1.216187411E+00 1.220352956E+00 1.225200955E+00 1.230477734E+00 1.235844389E+00 1.240999946E+00 1.245784354E+00 1.250187313E+00 1.254282568E+00 1.258162303E+00 1.261909420E+00 1.265594955E+00
1.524993176E+01 1.010613110E+00 1.010609841E+00 1.010605704E+00 1.010601014E+00 1.010596972E+00 1.010596759E+00 1.010607616E+00 1.010644426E+00 1.010735085E+00 1.010926931E+00 1.041151127E+00 1.073571407E+00 1.103043626E+00 1.127270720E+00 1.145960346E+00 1.160243737E+00 1.171528573E+00 1.180825227E+00 1.188698075E+00
