N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 340 1.600E-4 1.240178708E+00 1.292808818E+00
1.468000E+10 3.162E+16 340 1.600E-4 1.254694576E+00 1.292933834E+00
2.154000E+10 3.162E+16 340 1.600E-4 1.265759104E+00 1.293115626E+00
3.162000E+10 3.162E+16 340 1.600E-4 1.274040846E+00 1.293378840E+00
4.642000E+10 3.162E+16 340 1.600E-4 1.280216037E+00 1.293757670E+00
6.813000E+10 3.162E+16 340 1.600E-4 1.284886597E+00 1.294298069E+00
1.000000E+11 3.162E+16 340 1.600E-4 1.288557944E+00 1.295059393E+00
1.468000E+11 3.162E+16 340 1.600E-4 1.291643948E+00 1.296113605E+00
2.154000E+11 3.162E+16 340 1.600E-4 1.294477665E+00 1.297539442E+00
3.162000E+11 3.162E+16 340 1.600E-4 1.297316664E+00 1.299409219E+00
4.642000E+11 3.162E+16 340 1.600E-4 1.300338729E+00 1.301768164E+00
6.813000E+11 3.162E+16 340 1.600E-4 1.303603717E+00 1.304582480E+00
1.000000E+12 3.162E+16 340 1.600E-4 1.307166195E+00 1.307840065E+00
1.468000E+12 3.162E+16 340 1.600E-4 1.310935468E+00 1.311404461E+00
2.154000E+12 3.162E+16 340 1.600E-4 1.314859560E+00 1.315192416E+00
3.162000E+12 3.162E+16 340 1.600E-4 1.318960445E+00 1.319198820E+00
4.642000E+12 3.162E+16 340 1.600E-4 1.322724216E+00 1.322903251E+00
6.813000E+12 3.162E+16 340 1.600E-4 1.326533383E+00 1.326671294E+00
1.000000E+13 3.162E+16 340 1.600E-4 1.330130720E+00 1.330239709E+00
