N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 1.600E-4 1.220443674E+00 1.267576188E+00
1.468000E+10 3.162E+16 340 1.600E-4 1.232688208E+00 1.267679860E+00
2.154000E+10 3.162E+16 340 1.600E-4 1.242351665E+00 1.267990595E+00
3.162000E+10 3.162E+16 340 1.600E-4 1.250065497E+00 1.268379998E+00
4.642000E+10 3.162E+16 340 1.600E-4 1.255979965E+00 1.269019691E+00
6.813000E+10 3.162E+16 340 1.600E-4 1.260935955E+00 1.270022342E+00
1.000000E+11 3.162E+16 340 1.600E-4 1.265473867E+00 1.271600778E+00
1.468000E+11 3.162E+16 340 1.600E-4 1.269612792E+00 1.273772953E+00
2.154000E+11 3.162E+16 340 1.600E-4 1.273683756E+00 1.276477123E+00
3.162000E+11 3.162E+16 340 1.600E-4 1.278232915E+00 1.280236278E+00
4.642000E+11 3.162E+16 340 1.600E-4 1.283016331E+00 1.284325411E+00
6.813000E+11 3.162E+16 340 1.600E-4 1.287986151E+00 1.288806747E+00
1.000000E+12 3.162E+16 340 1.600E-4 1.294426412E+00 1.294994404E+00
1.468000E+12 3.162E+16 340 1.600E-4 1.299010767E+00 1.299388780E+00
2.154000E+12 3.162E+16 340 1.600E-4 1.304579206E+00 1.304830195E+00
3.162000E+12 3.162E+16 340 1.600E-4 1.309162467E+00 1.309330582E+00
4.642000E+12 3.162E+16 340 1.600E-4 1.314953628E+00 1.315076980E+00
6.813000E+12 3.162E+16 340 1.600E-4 1.317883087E+00 1.317976107E+00
1.000000E+13 3.162E+16 340 1.600E-4 1.321767318E+00 1.321839116E+00
