fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_330 001_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.848058227E-14 1.000000000E+20 1.210272389E+00 7.221514239E-15 9.103755704E-05 
001_330_SRH 001_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.940259674E-14 1.000000000E+20 1.228885952E+00 6.622024132E-15 1.708912391E-04 
002_330 002_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.109816270E-13 1.000000000E+20 1.211913162E+00 1.030586839E-14 1.053015864E-04 
002_330_SRH 002_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.207685511E-14 1.000000000E+20 1.229092315E+00 9.713541706E-15 1.720320227E-04 
003_330 003_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.435866571E-13 1.000000000E+20 1.217234057E+00 1.482757005E-14 1.218759933E-04 
003_330_SRH 003_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.048710359E-13 1.000000000E+20 1.229391036E+00 1.424427642E-14 1.737012461E-04 
004_330 004_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.904370371E-13 1.000000000E+20 1.221411723E+00 2.145445203E-14 1.368761688E-04 
004_330_SRH 004_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.519909311E-13 1.000000000E+20 1.229820421E+00 2.087990577E-14 1.761404206E-04 
005_330 005_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.571309260E-13 1.000000000E+20 1.224655517E+00 3.115477913E-14 1.504120225E-04 
005_330_SRH 005_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.190676538E-13 1.000000000E+20 1.230431814E+00 3.058972147E-14 1.796967189E-04 
006_330 006_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.508558303E-13 1.000000000E+20 1.227345618E+00 4.533526778E-14 1.631816867E-04 
006_330_SRH 006_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.133260544E-13 1.000000000E+20 1.231291086E+00 4.478147841E-14 1.848662592E-04 
007_330 007_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.802786618E-13 1.000000000E+20 1.229795290E+00 6.603395588E-14 1.762678126E-04 
007_330_SRH 007_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.434746490E-13 1.000000000E+20 1.232476100E+00 6.549419968E-14 1.923474323E-04 
008_330 008_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.549347510E-13 1.000000000E+20 1.232257446E+00 9.619666262E-14 1.910613566E-04 
008_330_SRH 008_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.190874872E-13 1.000000000E+20 1.234069832E+00 9.567457173E-14 2.031053736E-04 
009_330 009_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.839712345E-13 1.000000000E+20 1.234922844E+00 1.400777904E-13 2.092467258E-04 
009_330_SRH 009_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.493346926E-13 1.000000000E+20 1.236141616E+00 1.395775107E-13 2.184356435E-04 
010_330 010_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.174484378E-12 1.000000000E+20 1.237905276E+00 2.038313893E-13 2.328133062E-04 
010_330_SRH 010_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.141303255E-12 1.000000000E+20 1.238720322E+00 2.033569651E-13 2.400080913E-04 
011_330 011_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.530356855E-12 1.000000000E+20 1.241222199E+00 2.963979215E-13 2.640390223E-04 
011_330_SRH 011_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.498820812E-12 1.000000000E+20 1.241764384E+00 2.959524782E-13 2.698537468E-04 
012_330 012_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.952930403E-12 1.000000000E+20 1.244786657E+00 4.308412742E-13 3.053882650E-04 
012_330_SRH 012_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.444721634E-20 1.000000000E+20 1.011225695E+00 2.220674004E-12 2.026662868E-03 
013_330 013_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.444165770E-12 1.000000000E+20 1.248429064E+00 6.263436678E-13 3.593031415E-04 
013_330_SRH 013_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.416061505E-12 1.000000000E+20 1.248666314E+00 6.259581651E-13 3.635113488E-04 
014_330 014_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.009821038E-12 1.000000000E+20 1.252348629E+00 9.122317696E-13 4.258566293E-04 
014_330_SRH 014_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.983397761E-12 1.000000000E+20 1.252472667E+00 9.118153663E-13 4.300198653E-04 
015_330 015_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.666519463E-12 1.000000000E+20 1.255410039E+00 1.327974243E-12 5.083287457E-04 
015_330_SRH 015_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.641444283E-12 1.000000000E+20 1.255497876E+00 1.327598483E-12 5.115022119E-04 
016_330 016_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.436899862E-12 1.000000000E+20 1.258121900E+00 1.935912321E-12 6.115177766E-04 
016_330_SRH 016_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.412960808E-12 1.000000000E+20 1.258225141E+00 1.935663734E-12 6.144827228E-04 
017_330 017_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.349605935E-12 1.000000000E+20 1.260855733E+00 2.827956872E-12 7.376408803E-04 
017_330_SRH 017_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.326801760E-12 1.000000000E+20 1.261086079E+00 2.827879205E-12 7.405806707E-04 
018_330 018_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.461542590E-12 1.000000000E+20 1.272223033E+00 4.148933372E-12 8.913869378E-04 
018_330_SRH 018_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.439422243E-12 1.000000000E+20 1.272441067E+00 4.149115795E-12 8.946417360E-04 
019_330 019_330.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.772009042E-12 1.000000000E+20 1.275018647E+00 6.071245200E-12 1.062311194E-03 
019_330_SRH 019_330_srh.dat 330 35.13 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.749955495E-12 1.000000000E+20 1.275042388E+00 6.070990952E-12 1.064927229E-03 
