fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00S1 6:45 293.5 39.5 1.000E+000 2.475E+000 2.172E-005 1.966E+004 2.714E+000 1.455E-008 1.441E-005 7.451E-002 1.441E-005 3.198E-007 2.978E-001 4.060E-002 7.856E-006 2.319E-003 
00S2 7:4 296.2 39.14 1.000E+000 2.532E+000 2.016E-005 1.802E+004 2.686E+000 1.665E-008 1.455E-005 7.018E-002 1.455E-005 3.009E-007 2.947E-001 3.810E-002 7.877E-006 2.970E-003 
00S3 7:23 299.5 38.71 1.000E+000 2.562E+000 2.094E-005 1.613E+004 2.660E+000 1.923E-008 1.436E-005 6.352E-002 1.435E-005 2.642E-007 2.899E-001 3.420E-002 7.703E-006 6.268E-003 
00S4 7:40 302.5 38.33 1.000E+000 2.613E+000 1.999E-005 1.452E+004 2.655E+000 2.113E-008 1.430E-005 5.749E-002 1.430E-005 2.347E-007 2.855E-001 3.070E-002 7.621E-006 1.212E-003 
00S5 7:59 305.6 37.94 1.000E+000 2.651E+000 1.956E-005 1.295E+004 2.643E+000 2.338E-008 1.422E-005 5.168E-002 1.422E-005 2.068E-007 2.815E-001 2.740E-002 7.519E-006 8.645E-004 
00S6 8:19 308.4 37.59 1.000E+000 2.794E+000 1.820E-005 1.162E+004 2.633E+000 2.550E-008 1.495E-005 4.884E-002 1.494E-005 2.040E-007 2.795E-001 2.580E-002 7.875E-006 2.920E-003 
00S7 8:37 311.4 37.23 1.000E+000 3.142E+000 1.778E-005 1.028E+004 2.613E+000 2.860E-008 1.436E-005 4.303E-002 1.435E-005 1.700E-007 2.754E-001 2.260E-002 7.490E-006 6.903E-004 
00S8 8:55 313.6 36.97 1.000E+000 3.194E+000 1.819E-005 9.367E+003 2.609E+000 3.042E-008 1.440E-005 3.980E-002 1.438E-005 1.564E-007 2.732E-001 2.080E-002 7.483E-006 4.165E-003 
00S9 9:12 316.1 36.68 1.000E+000 3.258E+000 1.722E-005 8.388E+003 2.600E+000 3.287E-008 1.508E-005 3.785E-002 1.506E-005 1.549E-007 2.718E-001 1.970E-002 7.825E-006 6.154E-004 
0S10 9:32 318.8 36.37 1.000E+000 3.183E+000 1.869E-005 7.406E+003 2.588E+000 3.567E-008 1.436E-005 3.287E-002 1.434E-005 1.266E-007 2.685E-001 1.700E-002 7.403E-006 8.490E-003 
0S11 9:49 321.2 36.1 1.000E+000 3.115E+000 1.900E-005 6.598E+003 2.571E+000 3.879E-008 1.408E-005 2.970E-002 1.407E-005 1.113E-007 2.664E-001 1.530E-002 7.226E-006 8.052E-004 
0S12 10:7 323.8 35.81 1.000E+000 3.149E+000 1.843E-005 5.793E+003 2.567E+000 4.117E-008 1.432E-005 2.704E-002 1.430E-005 1.023E-007 2.646E-001 1.390E-002 7.307E-006 6.464E-004 
0S13 10:31 326.2 35.54 1.000E+000 3.159E+000 1.779E-005 5.113E+003 2.576E+000 4.312E-008 1.462E-005 2.485E-002 1.460E-005 9.545E-008 2.631E-001 1.270E-002 7.457E-006 1.195E-003 
0S14 10:53 328.3 35.32 1.000E+000 3.470E+000 1.815E-005 4.568E+003 2.562E+000 4.622E-008 1.501E-005 2.350E-002 1.498E-005 9.230E-008 2.622E-001 1.200E-002 7.628E-006 1.734E-003 
0S15 11:14 331.8 34.94 1.000E+000 3.490E+000 2.109E-005 3.766E+003 2.520E+000 5.335E-008 1.409E-005 1.959E-002 1.406E-005 7.153E-008 2.598E-001 1.000E-002 7.081E-006 1.119E-002 
