N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.427941000E-03 1.702040000E-03 1.184434000E-03 8.201070000E-04 5.661270000E-04 3.902990000E-04 2.691770000E-04 1.867470000E-04 1.296710000E-04 9.056900000E-05 6.384300000E-05 4.559700000E-05 3.315900000E-05 2.466800000E-05 1.886100000E-05 1.486100000E-05 1.206400000E-05 1.004200000E-05 8.509000000E-06
1.600000000E+01 6.971144000E-03 5.037938000E-03 3.600207000E-03 2.567135000E-03 1.811372000E-03 1.283075000E-03 9.042290000E-04 6.444670000E-04 4.610830000E-04 3.368280000E-04 2.503010000E-04 1.914390000E-04 1.506070000E-04 1.221640000E-04 1.016510000E-04 8.608900000E-05 7.355800000E-05 6.318400000E-05 5.425700000E-05
1.700000000E+01 1.756641300E-02 1.250905200E-02 8.850521000E-03 6.245629000E-03 4.416147000E-03 3.234059000E-03 2.358752000E-03 1.760251000E-03 1.354756000E-03 1.074353000E-03 8.725630000E-04 7.239800000E-04 6.086340000E-04 5.159280000E-04 4.386760000E-04 3.741630000E-04 3.186490000E-04 2.704070000E-04 2.291840000E-04
1.549996187E+01 4.521720000E-03 3.232434000E-03 2.284914000E-03 1.601897000E-03 1.117122000E-03 7.770890000E-04 5.406520000E-04 3.772800000E-04 2.648990000E-04 1.878470000E-04 1.351370000E-04 9.912700000E-05 7.452200000E-05 5.765200000E-05 4.595800000E-05 3.767300000E-05 3.157700000E-05 2.686700000E-05 2.303700000E-05
1.649996187E+01 1.042544400E-02 7.510786000E-03 5.389173000E-03 3.849303000E-03 2.730932000E-03 1.939220000E-03 1.386824000E-03 1.005725000E-03 7.451040000E-04 5.674360000E-04 4.458360000E-04 3.607120000E-04 2.990210000E-04 2.522650000E-04 2.151590000E-04 1.845100000E-04 1.584220000E-04 1.356580000E-04 1.159470000E-04
1.674996808E+01 1.333997100E-02 9.690366000E-03 6.920084000E-03 4.898099000E-03 3.480252000E-03 2.479744000E-03 1.789719000E-03 1.319431000E-03 9.974490000E-04 7.777690000E-04 6.243950000E-04 5.136090000E-04 4.304440000E-04 3.651620000E-04 3.112650000E-04 2.664930000E-04 2.281040000E-04 1.945990000E-04 1.653340000E-04
1.624993176E+01 8.399041000E-03 6.063898000E-03 4.336513000E-03 3.078378000E-03 2.175923000E-03 1.537373000E-03 1.090733000E-03 7.812800000E-04 5.685150000E-04 4.250610000E-04 3.250560000E-04 2.568180000E-04 2.082010000E-04 1.732230000E-04 1.464990000E-04 1.253380000E-04 1.076430000E-04 9.252200000E-05 7.932500000E-05
1.574996808E+01 5.653789000E-03 4.069140000E-03 2.896790000E-03 2.053168000E-03 1.446568000E-03 1.018259000E-03 7.141580000E-04 5.026930000E-04 3.563870000E-04 2.554550000E-04 1.862970000E-04 1.388840000E-04 1.071060000E-04 8.456100000E-05 6.884500000E-05 5.737900000E-05 4.867100000E-05 4.166300000E-05 3.577900000E-05
1.524993176E+01 3.342018000E-03 2.363805000E-03 1.656457000E-03 1.153200000E-03 7.995620000E-04 5.533280000E-04 3.830130000E-04 2.686110000E-04 1.872680000E-04 1.326020000E-04 9.474800000E-05 6.821000000E-05 5.035400000E-05 3.791900000E-05 2.946000000E-05 2.365900000E-05 1.947700000E-05 1.639100000E-05 1.397900000E-05
