T d154 d184 d214 d244
d 150 180 210 240
290 7.438943300E-02 7.040266400E-02 6.890134000E-02 6.738608200E-02
295 7.122748900E-02 6.769117100E-02 6.647023500E-02 6.535522800E-02
300 6.941274200E-02 6.645210400E-02 6.569940400E-02 6.472138000E-02
305 6.816691200E-02 6.581049700E-02 6.552239900E-02 6.489337800E-02
310 6.798534100E-02 6.626347700E-02 6.645248400E-02 6.620950800E-02
315 6.949471400E-02 6.844157800E-02 6.910906000E-02 6.894961400E-02
320 7.129698700E-02 7.096797900E-02 7.199841700E-02 7.220158300E-02
325 7.393608400E-02 7.417906200E-02 7.562126300E-02 7.613723800E-02
330 7.812999700E-02 7.901204400E-02 8.088990500E-02 8.162861100E-02
335 8.173524900E-02 8.301221400E-02 8.523172000E-02 8.614767900E-02
340 8.520215400E-02 8.679200500E-02 8.914640700E-02 9.012711400E-02
