fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.958909407E-13 1.000000000E+20 1.215193774E+00 1.325490723E-14 4.328051902E-05 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.127351269E-13 1.000000000E+20 1.263490747E+00 9.919189169E-15 5.210221461E-05 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.441291760E-13 1.000000000E+20 1.208180194E+00 1.695499978E-14 1.649328820E-05 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.629789148E-13 1.000000000E+20 1.264677226E+00 1.452620981E-14 5.182500481E-05 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.127957413E-13 1.000000000E+20 1.224616519E+00 2.362983362E-14 2.936194572E-05 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.340662842E-13 1.000000000E+20 1.265043652E+00 2.126093961E-14 6.165487440E-05 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.085181602E-13 1.000000000E+20 1.237838690E+00 3.341794252E-14 4.533451060E-05 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.331444242E-13 1.000000000E+20 1.265982103E+00 3.110379072E-14 7.409915125E-05 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.394447756E-13 1.000000000E+20 1.250628895E+00 4.765994820E-14 4.512491659E-05 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.685699047E-13 1.000000000E+20 1.269622933E+00 4.540024414E-14 6.959125279E-05 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.139470623E-13 1.000000000E+20 1.260350998E+00 6.819913699E-14 5.127100608E-05 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.489065103E-13 1.000000000E+20 1.273721081E+00 6.609645442E-14 7.041160511E-05 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.039537258E-12 1.000000000E+20 1.269790238E+00 9.824173197E-14 6.337900322E-05 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.817106427E-13 1.000000000E+20 1.278323167E+00 9.618174891E-14 8.041640791E-05 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.321617209E-12 1.000000000E+20 1.278339532E+00 1.415975865E-13 7.840486956E-05 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.172270210E-12 1.000000000E+20 1.284259333E+00 1.397394003E-13 9.240726044E-05 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.663128991E-12 1.000000000E+20 1.287848454E+00 2.047274363E-13 9.523994726E-05 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.523109975E-12 1.000000000E+20 1.291764612E+00 2.030165450E-13 1.071658695E-04 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.066450118E-12 1.000000000E+20 1.297890572E+00 2.965193934E-13 1.137437993E-04 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.935988646E-12 1.000000000E+20 1.300283387E+00 2.948844503E-13 1.247959530E-04 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.535999213E-12 1.000000000E+20 1.309674044E+00 4.315734046E-13 1.331609178E-04 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.414775339E-12 1.000000000E+20 1.311326573E+00 4.301363124E-13 1.423062652E-04 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.082699119E-12 1.000000000E+20 1.317763308E+00 6.258740639E-13 1.622234614E-04 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.969745604E-12 1.000000000E+20 1.318491628E+00 6.242359722E-13 1.719454840E-04 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.725896424E-12 1.000000000E+20 1.327179650E+00 9.120841862E-13 1.942100454E-04 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.620120559E-12 1.000000000E+20 1.327584495E+00 9.104838554E-13 2.032284894E-04 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.488050339E-12 1.000000000E+20 1.332634686E+00 1.325897731E-12 2.466597544E-04 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.388273226E-12 1.000000000E+20 1.332843645E+00 1.324260057E-12 2.547654184E-04 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.401173991E-12 1.000000000E+20 1.341255990E+00 1.941178400E-12 2.930385771E-04 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.306379176E-12 1.000000000E+20 1.341496578E+00 1.939908560E-12 2.989732512E-04 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.493169870E-12 1.000000000E+20 1.344878116E+00 2.828606094E-12 3.692416495E-04 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.402366448E-12 1.000000000E+20 1.345130429E+00 2.827836136E-12 3.750261887E-04 
017_340 017_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.802158021E-12 1.000000000E+20 1.348580203E+00 4.129937984E-12 4.581768493E-04 
017_340_SRH 017_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.713308660E-12 1.000000000E+20 1.348684822E+00 4.131074203E-12 4.644640821E-04 
018_340 018_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.366678657E-12 1.000000000E+20 1.352653779E+00 6.043583587E-12 5.580671951E-04 
018_340_SRH 018_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.281959622E-12 1.000000000E+20 1.352879847E+00 6.042812608E-12 5.634648799E-04 
019_340 019_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.123362950E-11 1.000000000E+20 1.356505426E+00 8.851506262E-12 6.807491697E-04 
019_340_SRH 019_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.115115031E-11 1.000000000E+20 1.356627347E+00 8.851374588E-12 6.854259332E-04 
