fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0210 1380684348 0 555 7.174201570E+18 1.000000000E+02 3.391324269E-04 6.538382980E-01 6.870123783E+02 1.370494086E-03 
L0210U4 1380684348 0 555 6.687546105E+18 1.000000000E+02 3.316393130E-04 6.427254462E-01 4.703125298E+02 1.585899300E-03 
L0211 1380684348 0 555 7.679431459E+18 1.000000000E+02 3.351960628E-04 6.533255252E-01 6.751037970E+02 1.415540784E-03 
L0211U13 1380684348 0 555 7.852997880E+18 1.000000000E+02 2.410289091E-04 6.524951802E-01 6.562561533E+02 2.665556033E-03 
L0212 1380748841 0 555 9.822259436E+18 1.000000000E+02 3.676828099E-04 6.544092198E-01 7.005187154E+02 1.700241117E-03 
L0212U425 1380748841 0 555 9.040692326E+18 1.000000000E+02 3.621945975E-04 6.487137387E-01 5.768612563E+02 1.421899912E-03 
L0212U435 1380748841 0 555 8.243305879E+18 1.000000000E+02 3.597186829E-04 6.503892070E-01 6.107796445E+02 1.685713473E-03 
L0217 1381079357 0 555 8.152380179E+18 1.000000000E+02 3.543488504E-04 6.526821029E-01 6.604526055E+02 1.525448310E-03 
L0217U409 1381079357 0 555 7.695117377E+18 1.000000000E+02 3.539123146E-04 6.449131957E-01 5.067414913E+02 1.580311574E-03 
L0218 1381151981 0 555 7.753832579E+18 1.000000000E+02 3.551912083E-04 6.524659278E-01 6.556018497E+02 1.506962094E-03 
L0218U409 1381151981 0 555 6.160447344E+18 1.000000000E+02 3.441859830E-04 6.448264745E-01 5.052451460E+02 1.362128790E-03 
L0223U409 1381475397 0 555 7.126668315E+18 1.000000000E+02 3.518968791E-04 6.485462262E-01 5.735754585E+02 1.434959020E-03 
L0223U409B 1381475397 0 555 7.289320661E+18 1.000000000E+02 3.524535450E-04 6.474033974E-01 5.516525214E+02 1.480148575E-03 
L0226U409 1381668046 0 555 6.559309194E+18 1.000000000E+02 3.474486294E-04 6.446900192E-01 5.028995974E+02 1.301717937E-03 
L0226U409B 1381668046 0 555 6.210882433E+18 1.000000000E+02 3.470715873E-04 6.502182110E-01 6.072285131E+02 1.316873057E-03 
L0302U136 1382196692 0 555 6.410726864E+18 1.000000000E+02 3.480851037E-04 6.504437096E-01 6.119158779E+02 1.315993829E-03 
L0323ISC 1383966508 0 555 7.699941122E+18 1.000000000E+02 3.427691662E-04 6.530186095E-01 6.680750004E+02 1.662137486E-03 
L0323U409ISC 1383966508 0 555 7.530303602E+18 1.000000000E+02 3.325791677E-04 6.477026176E-01 5.573101718E+02 2.099149787E-03 
L0326 1383966508 0 555 6.726212207E+18 1.000000000E+02 3.233458492E-04 6.514580002E-01 6.334510537E+02 1.503170769E-03 
L0326U409 1383966508 0 555 7.046780881E+18 1.000000000E+02 3.253442975E-04 6.472741757E-01 5.492269928E+02 1.722912845E-03 
