X Y Yfit
3.2000000E+1 1.2600000E-4 1.2494881E-4
5.2000000E+1 1.2630000E-4 1.2563190E-4
7.1000000E+1 1.2670000E-4 1.2627529E-4
9.0000000E+1 1.2750000E-4 1.2691317E-4
1.1000000E+2 1.2800000E-4 1.2757858E-4
1.2800000E+2 1.2880000E-4 1.2817204E-4
1.4700000E+2 1.2930000E-4 1.2879285E-4
1.6600000E+2 1.2960000E-4 1.2940779E-4
1.8500000E+2 1.3010000E-4 1.3001677E-4
2.0400000E+2 1.3090000E-4 1.3061972E-4
2.2300000E+2 1.3150000E-4 1.3121657E-4
2.4200000E+2 1.3210000E-4 1.3180723E-4
2.6100000E+2 1.3260000E-4 1.3239165E-4
2.8100000E+2 1.3300000E-4 1.3300000E-4
3.0000000E+2 1.3340000E-4 1.3357139E-4
3.1800000E+2 1.3400000E-4 1.3410677E-4
3.3700000E+2 1.3460000E-4 1.3466558E-4
3.5600000E+2 1.3530000E-4 1.3521786E-4
3.7500000E+2 1.3590000E-4 1.3576355E-4
3.9400000E+2 1.3600000E-4 1.3630261E-4
4.1300000E+2 1.3650000E-4 1.3683501E-4
4.3200000E+2 1.3720000E-4 1.3736072E-4
4.5100000E+2 1.3770000E-4 1.3787969E-4
4.7000000E+2 1.3830000E-4 1.3839191E-4
5.0900000E+2 1.3920000E-4 1.3942204E-4
5.2700000E+2 1.3940000E-4 1.3988781E-4
5.4600000E+2 1.4010000E-4 1.4037281E-4
5.6500000E+2 1.4060000E-4 1.4085097E-4
5.8400000E+2 1.4130000E-4 1.4132229E-4
6.0300000E+2 1.4160000E-4 1.4178677E-4
6.2200000E+2 1.4190000E-4 1.4224441E-4
6.4100000E+2 1.4230000E-4 1.4269521E-4
6.6000000E+2 1.4260000E-4 1.4313919E-4
6.8000000E+2 1.4330000E-4 1.4359918E-4
6.9800000E+2 1.4400000E-4 1.4400673E-4
7.1700000E+2 1.4430000E-4 1.4443033E-4
7.3600000E+2 1.4450000E-4 1.4484716E-4
7.5500000E+2 1.4480000E-4 1.4525727E-4
7.7400000E+2 1.4520000E-4 1.4566068E-4
7.9300000E+2 1.4580000E-4 1.4605741E-4
8.1200000E+2 1.4640000E-4 1.4644751E-4
8.3100000E+2 1.4690000E-4 1.4683101E-4
8.5000000E+2 1.4700000E-4 1.4720794E-4
8.7000000E+2 1.4720000E-4 1.4759767E-4
8.8800000E+2 1.4760000E-4 1.4794230E-4
9.0700000E+2 1.4820000E-4 1.4829981E-4
9.2600000E+2 1.4850000E-4 1.4865095E-4
9.4500000E+2 1.4900000E-4 1.4899575E-4
9.6400000E+2 1.4910000E-4 1.4933428E-4
9.8300000E+2 1.4940000E-4 1.4966659E-4
1.0020000E+3 1.4980000E-4 1.4999273E-4
1.0210000E+3 1.5010000E-4 1.5031277E-4
1.0400000E+3 1.5070000E-4 1.5062677E-4
1.0610000E+3 1.5100000E-4 1.5096686E-4
1.0780000E+3 1.5120000E-4 1.5123688E-4
1.0970000E+3 1.5120000E-4 1.5153313E-4
1.1160000E+3 1.5170000E-4 1.5182358E-4
1.1350000E+3 1.5210000E-4 1.5210832E-4
1.1540000E+3 1.5250000E-4 1.5238740E-4
1.1730000E+3 1.5280000E-4 1.5266091E-4
1.1920000E+3 1.5300000E-4 1.5292890E-4
1.2110000E+3 1.5300000E-4 1.5319145E-4
1.2300000E+3 1.5340000E-4 1.5344864E-4
1.2500000E+3 1.5380000E-4 1.5371364E-4
1.2680000E+3 1.5430000E-4 1.5394720E-4
1.2870000E+3 1.5460000E-4 1.5418873E-4
1.3060000E+3 1.5450000E-4 1.5442518E-4
1.3250000E+3 1.5450000E-4 1.5465663E-4
1.3440000E+3 1.5490000E-4 1.5488316E-4
1.3630000E+3 1.5520000E-4 1.5510485E-4
1.3830000E+3 1.5570000E-4 1.5533304E-4
1.4010000E+3 1.5570000E-4 1.5553397E-4
1.4200000E+3 1.5580000E-4 1.5574157E-4
1.4400000E+3 1.5590000E-4 1.5595518E-4
1.4580000E+3 1.5610000E-4 1.5614320E-4
1.4770000E+3 1.5660000E-4 1.5633738E-4
1.4960000E+3 1.5690000E-4 1.5652724E-4
1.5150000E+3 1.5690000E-4 1.5671286E-4
1.5340000E+3 1.5680000E-4 1.5689431E-4
1.5530000E+3 1.5700000E-4 1.5707167E-4
1.5720000E+3 1.5730000E-4 1.5724500E-4
1.5910000E+3 1.5760000E-4 1.5741438E-4
1.6100000E+3 1.5810000E-4 1.5757988E-4
1.6300000E+3 1.5810000E-4 1.5774999E-4
1.6480000E+3 1.5790000E-4 1.5789955E-4
1.6670000E+3 1.5810000E-4 1.5805385E-4
1.6860000E+3 1.5820000E-4 1.5820457E-4
1.7050000E+3 1.5850000E-4 1.5835176E-4
