f U
10.698539858928775 8.185467307069032
12.681451191952572 6.70018750350959
15.682231651896046 5.484416576121023
18.579334548824114 5.304417279843934
22.65245943654911 4.414967757076893
27.617117794160873 3.736489516721273
32.26530693242592 3.4374143372862447
36.644437303945935 3.215484176977709
41.61578566929263 3.0584912782328124
55.21325767341241 2.7213387683753103
63.59528254051659 2.588472040318303
74.29509358408679 2.421352234995235
89.28999005955582 2.19068386795628
104.30222583763285 2.1187853261287732
120.14268158621147 1.9819899558452012
138.38883899942476 1.8540265201140598
166.3282131416906 1.6496480740980224
199.87760244470428 1.5431416638680946
236.83891788427002 1.4196258964747506
288.7165157457633 1.2422325321243601
347.00560042047323 1.1052951411260232
416.9560333229959 1.0690192046030023
508.260789518852 0.9511759691218713
619.5594007922938 0.8463231720621152
734.2032775085327 0.7530288136174599
845.7937948768489 0.6812920690579622
1002.3003048631738 0.6061898993497579
1187.9492204339917 0.5130325584897009
1511.1228185516047 0.419941123497943
1895.5568273287674 0.3269585913541657
