Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.200510170E+00 1.199960763E+0 5.494070000E-04 1.200510170E+00 1.199960763E+0 5.494070000E-04
1.468000015E+10 1.200513313E+00 1.201241364E+0 -7.280510000E-04 1.200513313E+00 1.201241364E+0 -7.280510000E-04
2.154000005E+10 1.200517431E+00 1.202507575E+0 -1.990144000E-03 1.200517431E+00 1.202507575E+0 -1.990144000E-03
3.162000032E+10 1.200523107E+00 1.203762792E+0 -3.239685000E-03 1.200523107E+00 1.203762792E+0 -3.239685000E-03
4.642000041E+10 1.200531131E+00 1.205006033E+0 -4.474902000E-03 1.200531131E+00 1.205006033E+0 -4.474902000E-03
6.813000017E+10 1.200542576E+00 1.206236591E+0 -5.694015000E-03 1.200542576E+00 1.206236591E+0 -5.694015000E-03
1.000000000E+11 1.200558916E+00 1.207455789E+0 -6.896873000E-03 1.200558916E+00 1.207455789E+0 -6.896873000E-03
1.468000015E+11 1.200582065E+00 1.208664164E+0 -8.082099000E-03 1.200582065E+00 1.208664164E+0 -8.082099000E-03
2.154000005E+11 1.200614473E+00 1.209860037E+0 -9.245564000E-03 1.200614473E+00 1.209860037E+0 -9.245564000E-03
3.162000032E+11 1.200658986E+00 1.211046563E+0 -1.038757700E-02 1.200658986E+00 1.211046563E+0 -1.038757700E-02
4.642000041E+11 1.200718539E+00 1.212222766E+0 -1.150422700E-02 1.200718539E+00 1.212222766E+0 -1.150422700E-02
6.813000017E+11 1.201413439E+00 1.213387927E+0 -1.197448800E-02 1.201413439E+00 1.213387927E+0 -1.197448800E-02
1.000000000E+12 1.212006417E+00 1.214543254E+0 -2.536837000E-03 1.212006417E+00 1.214543254E+0 -2.536837000E-03
1.468000015E+12 1.216130811E+00 1.215689213E+0 4.415980000E-04 1.216130811E+00 1.215689213E+0 4.415980000E-04
2.154000005E+12 1.224842740E+00 1.216824170E+0 8.018570000E-03 1.224842740E+00 1.216824170E+0 8.018570000E-03
3.162000032E+12 1.225056135E+00 1.217951080E+0 7.105055000E-03 1.225056135E+00 1.217951080E+0 7.105055000E-03
4.642000041E+12 1.225220686E+00 1.219068982E+0 6.151704000E-03 1.225220686E+00 1.219068982E+0 6.151704000E-03
6.813000017E+12 1.237403452E+00 1.220177157E+0 1.722629500E-02 1.237403452E+00 1.220177157E+0 1.722629500E-02
1.000000000E+13 1.237533822E+00 1.221276719E+0 1.625710300E-02 1.237533822E+00 1.221276719E+0 1.625710300E-02
