N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 340 2.800E-4 2.872869E-1 2.022000E+1 3.800150E-1 7.408420E+1
1.468000E+10 1.778E+16 340 2.800E-4 2.865403E-1 2.014660E+1 3.796840E-1 7.407240E+1
2.154000E+10 1.778E+16 340 2.800E-4 2.854612E-1 2.004090E+1 3.792070E-1 7.405520E+1
3.162000E+10 1.778E+16 340 2.800E-4 2.839124E-1 1.988980E+1 3.785300E-1 7.402990E+1
4.642000E+10 1.778E+16 340 2.800E-4 2.817114E-1 1.967630E+1 3.775830E-1 7.399250E+1
6.813000E+10 1.778E+16 340 2.800E-4 2.786266E-1 1.936730E+1 3.762830E-1 7.389100E+1
1.000000E+11 1.778E+16 340 2.800E-4 2.743856E-1 1.896390E+1 3.745420E-1 7.381180E+1
1.468000E+11 1.778E+16 340 2.800E-4 2.687026E-1 1.843280E+1 3.722770E-1 7.370770E+1
2.154000E+11 1.778E+16 340 2.800E-4 2.613361E-1 1.775780E+1 3.694000E-1 7.357880E+1
3.162000E+11 1.778E+16 340 2.800E-4 2.521679E-1 1.693440E+1 3.658200E-1 7.343020E+1
4.642000E+11 1.778E+16 340 2.800E-4 2.412753E-1 1.596760E+1 3.617230E-1 7.318330E+1
6.813000E+11 1.778E+16 340 2.800E-4 2.289449E-1 1.491350E+1 3.570450E-1 7.297690E+1
1.000000E+12 1.778E+16 340 2.800E-4 2.155926E-1 1.378680E+1 3.519810E-1 7.267270E+1
1.468000E+12 1.778E+16 340 2.800E-4 2.016234E-1 1.264680E+1 3.464850E-1 7.241290E+1
2.154000E+12 1.778E+16 340 2.800E-4 1.873214E-1 1.149440E+1 3.406890E-1 7.204470E+1
3.162000E+12 1.778E+16 340 2.800E-4 1.728369E-1 1.036340E+1 3.343880E-1 7.172590E+1
4.642000E+12 1.778E+16 340 2.800E-4 1.582666E-1 9.243400E+0 3.277000E-1 7.128950E+1
6.813000E+12 1.778E+16 340 2.800E-4 1.437335E-1 8.155300E+0 3.205620E-1 7.079960E+1
1.000000E+13 1.778E+16 340 2.800E-4 1.294182E-1 7.119200E+0 3.128590E-1 7.033090E+1
1.468000E+13 1.778E+16 340 2.800E-4 1.155362E-1 6.136300E+0 3.046900E-1 6.972570E+1
2.154000E+13 1.778E+16 340 2.800E-4 1.022988E-1 5.227000E+0 2.960510E-1 6.903620E+1
3.162000E+13 1.778E+16 340 2.800E-4 8.988426E-2 4.400800E+0 2.869360E-1 6.825280E+1
4.642000E+13 1.778E+16 340 2.800E-4 7.842312E-2 3.662400E+0 2.773240E-1 6.735880E+1
6.813000E+13 1.778E+16 340 2.800E-4 6.799510E-2 3.012600E+0 2.671870E-1 6.633100E+1
1.000000E+14 1.778E+16 340 2.800E-4 5.863202E-2 2.449000E+0 2.564750E-1 6.514200E+1
