fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_315 001_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.298245814E-14 1.000000000E+20 1.193239658E+00 9.626128869E-16 1.218583096E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.733368347E-15 1.000000000E+20 1.245318413E+00 8.446871508E-16 2.149711698E-04 
002_315 002_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.520349102E-14 1.000000000E+20 1.203786077E+00 1.350555009E-15 1.200148388E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.131605279E-15 1.000000000E+20 1.246636270E+00 1.235740790E-15 2.232568131E-04 
003_315 003_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.816853889E-14 1.000000000E+20 1.187121699E+00 1.846880938E-15 1.784406580E-04 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.138299250E-14 1.000000000E+20 1.248410133E+00 1.805889132E-15 2.351591957E-04 
004_315 004_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.221282187E-14 1.000000000E+20 1.218097349E+00 2.656359449E-15 1.919422646E-04 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.567226273E-14 1.000000000E+20 1.250718456E+00 2.635896841E-15 2.520983363E-04 
005_315 005_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.736934076E-14 1.000000000E+20 1.235882026E+00 3.850757266E-15 2.249890337E-04 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.115304560E-14 1.000000000E+20 1.253596323E+00 3.842723052E-15 2.758991396E-04 
006_315 006_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.375850381E-14 1.000000000E+20 1.252441621E+00 5.691128792E-15 2.725043928E-04 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.792399557E-14 1.000000000E+20 1.256931307E+00 5.596163350E-15 3.091046870E-04 
007_315 007_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.143929535E-14 1.000000000E+20 1.257033081E+00 8.217445680E-15 3.157506536E-04 
007_315_SRH 007_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.603707705E-14 1.000000000E+20 1.260854059E+00 8.147575018E-15 3.537729734E-04 
008_315 008_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.050421232E-14 1.000000000E+20 1.264311107E+00 1.197504654E-14 3.781918599E-04 
008_315_SRH 008_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.554085311E-14 1.000000000E+20 1.265868365E+00 1.188703543E-14 4.129200923E-04 
009_315 009_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.113314673E-14 1.000000000E+20 1.268719412E+00 1.738479035E-14 4.479396755E-04 
009_315_SRH 009_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.657912652E-14 1.000000000E+20 1.270470057E+00 1.733567679E-14 4.830395988E-04 
010_315 010_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.362546838E-14 1.000000000E+20 1.272806405E+00 2.529528541E-14 5.387060500E-04 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.942607451E-14 1.000000000E+20 1.273894545E+00 2.524920597E-14 5.707588138E-04 
011_315 011_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.841568586E-14 1.000000000E+20 1.276140749E+00 3.684633309E-14 6.510181195E-04 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.451754783E-14 1.000000000E+20 1.276788185E+00 3.679961241E-14 6.792932228E-04 
012_315 012_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.060598296E-13 1.000000000E+20 1.278901633E+00 5.373322563E-14 7.815200830E-04 
012_315_SRH 012_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.024081530E-13 1.000000000E+20 1.279291761E+00 5.368694557E-14 8.077935598E-04 
013_315 013_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.271904817E-13 1.000000000E+20 1.281614088E+00 7.852851600E-14 9.361060905E-04 
013_315_SRH 013_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.237365828E-13 1.000000000E+20 1.281769021E+00 7.846670995E-14 9.614547972E-04 
014_315 014_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.524954233E-13 1.000000000E+20 1.283771366E+00 1.148297065E-13 1.116564765E-03 
014_315_SRH 014_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.492005670E-13 1.000000000E+20 1.283767935E+00 1.147420721E-13 1.140378974E-03 
015_315 015_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.827313412E-13 1.000000000E+20 1.285498677E+00 1.680064904E-13 1.328902363E-03 
015_315_SRH 015_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.795636586E-13 1.000000000E+20 1.285382369E+00 1.678755908E-13 1.350360745E-03 
016_315 016_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.191122306E-13 1.000000000E+20 1.293495301E+00 2.476084330E-13 1.574347323E-03 
016_315_SRH 016_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.161913871E-13 1.000000000E+20 1.294720752E+00 2.477761765E-13 1.593175396E-03 
017_315 017_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.538967041E-13 1.000000000E+20 1.276055437E+00 3.699160435E-13 2.023525004E-03 
017_315_SRH 017_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.510807813E-13 1.000000000E+20 1.276846777E+00 3.703463733E-13 2.044214072E-03 
018_315 018_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.135792802E-13 1.000000000E+20 1.302652300E+00 5.408755415E-13 2.632930544E-03 
018_315_SRH 018_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.108611992E-13 1.000000000E+20 1.303642994E+00 5.419220248E-13 2.655804210E-03 
019_315 019_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.757177861E-13 1.000000000E+20 1.308318293E+00 7.965806398E-13 2.887724874E-03 
019_315_SRH 019_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.728992132E-13 1.000000000E+20 1.308344653E+00 7.965539444E-13 2.903475179E-03 
