T d154 d184 d214 d244
d 150 180 210 240
290 4.429264500E-02 4.326905900E-02 4.215105400E-02 4.128350500E-02
295 4.256229500E-02 4.177088400E-02 4.086549800E-02 4.012042800E-02
300 4.123455100E-02 4.061938500E-02 3.992345500E-02 3.936968200E-02
305 4.073452700E-02 4.018386900E-02 3.971446400E-02 3.928567900E-02
310 4.014252500E-02 3.985274700E-02 3.951423500E-02 3.916864000E-02
315 3.977064700E-02 3.967962900E-02 3.941217700E-02 3.868287900E-02
320 3.976796400E-02 3.991646700E-02 3.961206200E-02 3.900616400E-02
325 3.893419900E-02 3.922058800E-02 3.908503500E-02 3.855696600E-02
330 3.708735000E-02 3.749068200E-02 3.749568400E-02 3.707411700E-02
335 3.382627200E-02 3.433680000E-02 3.452537200E-02 3.429553100E-02
340 2.623072700E-02 2.687615800E-02 2.738172400E-02 2.627731000E-02
