N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+15 315 2.300E-4 2.972440E-1 2.549410E+1 4.414060E-1 7.772290E+1
1.468000E+10 1.000E+15 315 2.300E-4 2.969953E-1 2.539030E+1 4.402830E-1 7.766880E+1
2.154000E+10 1.000E+15 315 2.300E-4 2.966320E-1 2.524410E+1 4.386490E-1 7.760430E+1
3.162000E+10 1.000E+15 315 2.300E-4 2.961021E-1 2.502700E+1 4.364170E-1 7.746870E+1
4.642000E+10 1.000E+15 315 2.300E-4 2.953316E-1 2.475540E+1 4.334780E-1 7.734900E+1
6.813000E+10 1.000E+15 315 2.300E-4 2.942161E-1 2.439870E+1 4.296980E-1 7.719670E+1
1.000000E+11 1.000E+15 315 2.300E-4 2.926112E-1 2.392360E+1 4.248300E-1 7.698060E+1
1.468000E+11 1.000E+15 315 2.300E-4 2.903227E-1 2.335230E+1 4.190720E-1 7.677530E+1
2.154000E+11 1.000E+15 315 2.300E-4 2.871003E-1 2.263990E+1 4.123350E-1 7.649840E+1
3.162000E+11 1.000E+15 315 2.300E-4 2.826418E-1 2.179740E+1 4.048250E-1 7.620100E+1
4.642000E+11 1.000E+15 315 2.300E-4 2.766192E-1 2.083400E+1 3.967880E-1 7.592630E+1
6.813000E+11 1.000E+15 315 2.300E-4 2.687362E-1 1.972050E+1 3.884380E-1 7.556670E+1
1.000000E+12 1.000E+15 315 2.300E-4 2.588205E-1 1.848360E+1 3.799840E-1 7.517680E+1
1.468000E+12 1.000E+15 315 2.300E-4 2.469249E-1 1.715010E+1 3.715090E-1 7.478140E+1
2.154000E+12 1.000E+15 315 2.300E-4 2.333774E-1 1.577220E+1 3.632110E-1 7.442780E+1
3.162000E+12 1.000E+15 315 2.300E-4 2.187224E-1 1.436990E+1 3.551530E-1 7.399540E+1
4.642000E+12 1.000E+15 315 2.300E-4 2.035525E-1 1.299720E+1 3.473300E-1 7.353460E+1
6.813000E+12 1.000E+15 315 2.300E-4 1.883245E-1 1.168130E+1 3.396680E-1 7.304520E+1
1.000000E+13 1.000E+15 315 2.300E-4 1.732762E-1 1.043950E+1 3.319250E-1 7.260460E+1
1.468000E+13 1.000E+15 315 2.300E-4 1.584803E-1 9.250300E+0 3.240460E-1 7.204970E+1
2.154000E+13 1.000E+15 315 2.300E-4 1.439665E-1 8.122500E+0 3.159490E-1 7.142860E+1
3.162000E+13 1.000E+15 315 2.300E-4 1.298133E-1 7.059900E+0 3.075510E-1 7.073320E+1
4.642000E+13 1.000E+15 315 2.300E-4 1.161651E-1 6.075100E+0 2.987890E-1 7.001210E+1
6.813000E+13 1.000E+15 315 2.300E-4 1.031958E-1 5.163800E+0 2.896010E-1 6.911400E+1
1.000000E+14 1.000E+15 315 2.300E-4 9.106666E-2 4.339200E+0 2.799190E-1 6.808890E+1
