fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 11:20 309.5 37.46 1.000E+000 4.902E+000 4.358E-010 7.412E+002 2.593E+000 6.707E-006 1.746E-004 1.100E-001 1.734E-004 5.042E-006 2.643E-001 5.690E-002 8.845E-005 2.046E-002 
UDL1 11:22 309.9 37.41 1.000E+000 4.935E+000 4.823E-010 7.430E+002 2.590E+000 6.837E-006 1.745E-004 1.099E-001 1.733E-004 5.037E-006 2.646E-001 5.680E-002 8.853E-005 4.082E-002 
UDL2 11:25 309.9 37.41 1.000E+000 4.904E+000 4.544E-010 7.430E+002 2.536E+000 6.217E-006 1.738E-004 1.103E-001 1.726E-004 5.029E-006 2.642E-001 5.700E-002 8.808E-005 1.724E-002 
UDL3 11:27 309.9 37.41 1.000E+000 4.971E+000 4.885E-010 7.430E+002 2.624E+000 7.264E-006 1.759E-004 1.101E-001 1.747E-004 5.096E-006 2.649E-001 5.700E-002 8.924E-005 2.210E-003 
UDL4 11:29 309.9 37.41 1.000E+000 4.978E+000 4.818E-010 7.430E+002 2.606E+000 7.014E-006 1.743E-004 1.096E-001 1.730E-004 5.016E-006 2.646E-001 5.670E-002 8.831E-005 9.088E-003 
UDL5 11:31 309.8 37.42 1.000E+000 5.008E+000 4.819E-010 7.425E+002 2.630E+000 7.306E-006 1.766E-004 1.104E-001 1.753E-004 5.130E-006 2.650E-001 5.720E-002 8.953E-005 2.156E-002 
UDL6 11:34 309.7 37.44 1.000E+000 4.986E+000 4.623E-010 7.421E+002 2.611E+000 7.034E-006 1.753E-004 1.100E-001 1.740E-004 5.067E-006 2.646E-001 5.690E-002 8.890E-005 4.367E-002 
UDL7 11:36 309.7 37.44 1.000E+000 5.026E+000 4.700E-010 7.421E+002 2.620E+000 7.074E-006 1.748E-004 1.098E-001 1.735E-004 5.038E-006 2.645E-001 5.680E-002 8.854E-005 2.453E-002 
UDL8 11:38 309.6 37.45 1.000E+000 4.997E+000 4.566E-010 7.416E+002 2.611E+000 6.977E-006 1.745E-004 1.096E-001 1.733E-004 5.024E-006 2.645E-001 5.670E-002 8.845E-005 1.062E-002 
UDL9 11:40 309.5 37.46 1.000E+000 4.973E+000 4.365E-010 7.412E+002 2.594E+000 6.778E-006 1.760E-004 1.106E-001 1.748E-004 5.116E-006 2.646E-001 5.720E-002 8.928E-005 1.683E-002 
