d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.214872364E+00 1.202028965E+00 1.284339900E-02 1.213542415E+00 1.199381394E+00 1.416102100E-02 1.329949000E-03 2.647571000E-03
150 295 1.211778536E+00 1.202583592E+00 9.194944000E-03 1.210583795E+00 1.200186403E+00 1.039739200E-02 1.194741000E-03 2.397189000E-03
150 300 1.204785488E+00 1.203831114E+00 9.543740000E-04 1.203705382E+00 1.201575966E+00 2.129416000E-03 1.080106000E-03 2.255148000E-03
150 305 1.188513376E+00 1.204968263E+00 -1.645488700E-02 1.187589239E+00 1.202788858E+00 -1.519961900E-02 9.241370000E-04 2.179405000E-03
150 310 1.154380894E+00 1.205147876E+00 -5.076698200E-02 1.153779749E+00 1.202985057E+00 -4.920530800E-02 6.011450000E-04 2.162819000E-03
150 315 1.088852803E+00 1.202123644E+00 -1.132708410E-01 1.088945818E+00 1.199967926E+00 -1.110221080E-01 -9.301500000E-05 2.155718000E-03
150 320 1.014034850E+00 1.002113849E+00 1.192100100E-02 1.013143626E+00 1.001964484E+00 1.117914200E-02 8.912240000E-04 1.493650000E-04
150 325 1.014514927E+00 1.002348185E+00 1.216674200E-02 1.013572611E+00 1.002170101E+00 1.140251000E-02 9.423160000E-04 1.780840000E-04
150 330 1.016648483E+00 1.002761174E+00 1.388730900E-02 1.015512006E+00 1.002530431E+00 1.298157500E-02 1.136477000E-03 2.307430000E-04
150 335 1.020943227E+00 1.003469623E+00 1.747360400E-02 1.019399016E+00 1.003148404E+00 1.625061200E-02 1.544211000E-03 3.212190000E-04
150 340 1.028077012E+00 1.004637660E+00 2.343935200E-02 1.025794681E+00 1.004169703E+00 2.162497800E-02 2.282331000E-03 4.679570000E-04
180 290 1.211077454E+00 1.198549411E+00 1.252804300E-02 1.209984146E+00 1.196422341E+00 1.356180500E-02 1.093308000E-03 2.127070000E-03
180 295 1.207902216E+00 1.199497780E+00 8.404436000E-03 1.206895326E+00 1.197546759E+00 9.348567000E-03 1.006890000E-03 1.951021000E-03
180 300 1.199551804E+00 1.200887446E+00 -1.335642000E-03 1.198619252E+00 1.199014391E+00 -3.951390000E-04 9.325520000E-04 1.873055000E-03
180 305 1.180419782E+00 1.201994752E+00 -2.157497000E-02 1.179615427E+00 1.200138451E+00 -2.052302400E-02 8.043550000E-04 1.856301000E-03
180 310 1.141009714E+00 1.201867084E+00 -6.085737000E-02 1.140516213E+00 1.199976611E+00 -5.946039800E-02 4.935010000E-04 1.890473000E-03
180 315 1.068650569E+00 1.198239672E+00 -1.295891030E-01 1.068839552E+00 1.196311776E+00 -1.274722240E-01 -1.889830000E-04 1.927896000E-03
180 320 1.012551781E+00 1.186698730E+00 -1.741469490E-01 1.011870861E+00 1.184803195E+00 -1.729323340E-01 6.809200000E-04 1.895535000E-03
