N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -4.017327800E-02 -4.610924200E-02 -5.179018000E-02 -5.800725700E-02
1.600000000E+01 3.129787400E-02 3.128790000E-02 3.119489400E-02 3.045259900E-02
1.700000000E+01 5.547340400E-02 5.479865000E-02 5.295040500E-02 5.453243900E-02
1.549996187E+01 1.911314100E-02 1.765595400E-02 1.795911800E-02 1.771026700E-02
1.649996187E+01 5.231294600E-02 5.194085700E-02 5.207440300E-02 5.181995100E-02
1.674996808E+01 5.798403600E-02 5.638333700E-02 5.671488400E-02 5.644231000E-02
1.624993176E+01 4.087249800E-02 4.106430700E-02 4.101603600E-02 4.096446100E-02
1.574996808E+01 2.570548600E-02 2.558365200E-02 2.471477300E-02 2.514778900E-02
1.524993176E+01 2.040277000E-03 9.860900000E-05 -1.286322000E-03 -2.761855000E-03
