N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.288586622E+00 1.285774167E+00 1.283148704E+00 1.280942359E+00
1.016672606E+01 1.288629846E+00 1.285836136E+00 1.283233762E+00 1.281055014E+00
1.033324570E+01 1.288693032E+00 1.285926525E+00 1.283357516E+00 1.281218421E+00
1.049996187E+01 1.288785222E+00 1.286058029E+00 1.283536870E+00 1.281454195E+00
1.066670514E+01 1.288919404E+00 1.286248592E+00 1.283795384E+00 1.281791875E+00
1.083333839E+01 1.289113989E+00 1.286523177E+00 1.284165063E+00 1.282270550E+00
1.100000000E+01 1.289394669E+00 1.286915745E+00 1.284687994E+00 1.282939546E+00
1.116672606E+01 1.289796493E+00 1.287470872E+00 1.285416892E+00 1.283857192E+00
1.133324570E+01 1.290365824E+00 1.288244394E+00 1.286413478E+00 1.285086325E+00
1.149996187E+01 1.291161295E+00 1.289301783E+00 1.287743511E+00 1.286686054E+00
1.166670514E+01 1.292252598E+00 1.290713076E+00 1.289468190E+00 1.288701271E+00
1.183333839E+01 1.293715791E+00 1.292544055E+00 1.291633643E+00 1.291153698E+00
1.200000000E+01 1.295624361E+00 1.294845129E+00 1.294261947E+00 1.294038481E+00
1.216672606E+01 1.298036870E+00 1.297641181E+00 1.297347421E+00 1.297328050E+00
1.233324570E+01 1.300984273E+00 1.300926084E+00 1.300859838E+00 1.300981967E+00
1.249996187E+01 1.304461329E+00 1.304664960E+00 1.304754376E+00 1.304959318E+00
1.266670514E+01 1.308427219E+00 1.308805031E+00 1.308985137E+00 1.309229129E+00
1.283333839E+01 1.312817604E+00 1.313291359E+00 1.313516085E+00 1.313773503E+00
1.300000000E+01 1.317563615E+00 1.318079141E+00 1.318323276E+00 1.318582500E+00
