T d154 d184 d214 d244
d 150 180 210 240
290 1.286984990E+00 1.286656277E+00 1.287026413E+00 1.286968241E+00
295 1.285863079E+00 1.285432087E+00 1.285751920E+00 1.286346713E+00
300 1.285689288E+00 1.285393468E+00 1.285522736E+00 1.285667441E+00
305 1.286034504E+00 1.286084738E+00 1.285789454E+00 1.286088620E+00
310 1.287784802E+00 1.287835844E+00 1.287605454E+00 1.287686938E+00
315 1.290318197E+00 1.290378925E+00 1.290191037E+00 1.290124741E+00
320 1.293065938E+00 1.293142751E+00 1.293002675E+00 1.292897828E+00
325 1.296528236E+00 1.296653374E+00 1.296768908E+00 1.296427900E+00
330 1.300119912E+00 1.300425064E+00 1.300460542E+00 1.300445838E+00
335 1.303509292E+00 1.303854644E+00 1.303868514E+00 1.303703113E+00
340 1.307073276E+00 1.307343366E+00 1.307447494E+00 1.307259056E+00
