d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.098910593E+00 1.194931058E+00 -9.602046500E-02 1.098965672E+00 1.193927759E+00 -9.496208700E-02 -5.507900000E-05 1.003299000E-03
150 1.524993176E+01 1.188847531E+00 1.204995913E+00 -1.614838200E-02 1.188213746E+00 1.203475702E+00 -1.526195600E-02 6.337850000E-04 1.520211000E-03
150 1.549996187E+01 1.223579138E+00 1.210212877E+00 1.336626100E-02 1.222171458E+00 1.208092633E+00 1.407882500E-02 1.407680000E-03 2.120244000E-03
150 1.574996808E+01 1.241494889E+00 1.217484957E+00 2.400993200E-02 1.238919994E+00 1.214688534E+00 2.423146000E-02 2.574895000E-03 2.796423000E-03
150 1.600000000E+01 1.255260652E+00 1.223545441E+00 3.171521100E-02 1.250725894E+00 1.220088301E+00 3.063759300E-02 4.534758000E-03 3.457140000E-03
150 1.624993176E+01 1.268619416E+00 1.225489682E+00 4.312973400E-02 1.260806043E+00 1.221283267E+00 3.952277600E-02 7.813373000E-03 4.206415000E-03
150 1.649996187E+01 1.283873057E+00 1.226338220E+00 5.753483700E-02 1.270801586E+00 1.221115600E+00 4.968598600E-02 1.307147100E-02 5.222620000E-03
150 1.674996808E+01 1.301118168E+00 1.231583953E+00 6.953421500E-02 1.280231640E+00 1.224962366E+00 5.526927400E-02 2.088652800E-02 6.621587000E-03
150 1.700000000E+01 1.320714158E+00 1.243459469E+00 7.725468900E-02 1.289048240E+00 1.234454580E+00 5.459366000E-02 3.166591800E-02 9.004889000E-03
180 1.500000000E+01 1.081503323E+00 1.191484637E+00 -1.099813140E-01 1.081587661E+00 1.190643496E+00 -1.090558350E-01 -8.433800000E-05 8.411410000E-04
180 1.524993176E+01 1.180965663E+00 1.202035172E+00 -2.106950900E-02 1.180415034E+00 1.200746361E+00 -2.033132700E-02 5.506290000E-04 1.288811000E-03
180 1.549996187E+01 1.218309406E+00 1.207335778E+00 1.097362800E-02 1.217070319E+00 1.205522610E+00 1.154770900E-02 1.239087000E-03 1.813168000E-03
180 1.574996808E+01 1.238316935E+00 1.214670277E+00 2.364665800E-02 1.236056563E+00 1.212231694E+00 2.382486900E-02 2.260372000E-03 2.438583000E-03
180 1.600000000E+01 1.252187136E+00 1.220540618E+00 3.164651800E-02 1.248211085E+00 1.217437800E+00 3.077328500E-02 3.976051000E-03 3.102818000E-03
180 1.624993176E+01 1.265630347E+00 1.222432826E+00 4.319752100E-02 1.258713181E+00 1.218525006E+00 4.018817500E-02 6.917166000E-03 3.907820000E-03
180 1.649996187E+01 1.280020580E+00 1.222941369E+00 5.707921100E-02 1.268250086E+00 1.217945980E+00 5.030410600E-02 1.177049400E-02 4.995389000E-03
180 1.674996808E+01 1.296016475E+00 1.228292028E+00 6.772444700E-02 1.276806154E+00 1.221797864E+00 5.500829000E-02 1.921032100E-02 6.494164000E-03
180 1.700000000E+01 1.316938840E+00 1.240720499E+00 7.621834100E-02 1.287137654E+00 1.232120210E+00 5.501744400E-02 2.980118600E-02 8.600289000E-03
210 1.500000000E+01 1.065220421E+00 1.188209540E+00 -1.229891190E-01 1.065327488E+00 1.187472726E+00 -1.221452380E-01 -1.070670000E-04 7.368140000E-04
210 1.524993176E+01 1.174051455E+00 1.199398968E+00 -2.534751300E-02 1.173558638E+00 1.198262342E+00 -2.470370400E-02 4.928170000E-04 1.136626000E-03
210 1.549996187E+01 1.215270699E+00 1.204959518E+00 1.031118100E-02 1.214139773E+00 1.203277193E+00 1.086258000E-02 1.130926000E-03 1.682325000E-03
210 1.574996808E+01 1.234695802E+00 1.212231751E+00 2.246405100E-02 1.232642397E+00 1.209880233E+00 2.276216400E-02 2.053405000E-03 2.351518000E-03
