Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 6.000000e+02 9.596466e+01 9.496466e+01
1.000000e+00 2.000000e+00 6.000000e+02 3.244140e+01 3.144140e+01
1.000000e+00 4.000000e+00 6.000000e+02 2.292141e+01 2.192141e+01
1.000000e+00 6.000000e+00 6.000000e+02 1.807849e+01 1.707849e+01
1.000000e+00 8.000000e+00 6.000000e+02 1.503993e+01 1.403993e+01
1.000000e+00 1.000000e+01 6.000000e+02 1.273752e+01 1.173752e+01
1.000000e+00 1.200000e+01 6.000000e+02 1.118797e+01 1.018797e+01
1.000000e+00 1.400000e+01 6.000000e+02 9.667010e+00 8.667010e+00
1.000000e+00 1.600000e+01 6.000000e+02 8.555756e+00 7.555756e+00
1.000000e+00 1.800000e+01 6.000000e+02 7.671652e+00 6.671652e+00
1.000000e+00 2.000000e+01 6.000000e+02 6.917062e+00 5.917062e+00
1.000000e+00 2.200000e+01 6.000000e+02 6.256826e+00 5.256826e+00
1.000000e+00 2.400000e+01 6.000000e+02 5.673897e+00 4.673897e+00
1.000000e+00 2.600000e+01 6.000000e+02 5.156543e+00 4.156543e+00
1.000000e+00 2.800000e+01 6.000000e+02 4.695363e+00 3.695363e+00
1.000000e+00 3.000000e+01 6.000000e+02 4.282535e+00 3.282535e+00
1.000000e+00 3.200000e+01 6.000000e+02 3.911504e+00 2.911504e+00
1.000000e+00 3.400000e+01 6.000000e+02 3.576775e+00 2.576775e+00
1.000000e+00 3.600000e+01 6.000000e+02 3.273735e+00 2.273735e+00
1.000000e+00 3.800000e+01 6.000000e+02 2.998494e+00 1.998494e+00
1.000000e+00 4.000000e+01 6.000000e+02 2.747763e+00 1.747763e+00
1.000000e+00 4.200000e+01 6.000000e+02 2.518743e+00 1.518743e+00
1.000000e+00 4.400000e+01 6.000000e+02 2.309041e+00 1.309041e+00
1.000000e+00 4.600000e+01 6.000000e+02 2.116602e+00 1.116602e+00
1.000000e+00 4.800000e+01 6.000000e+02 1.939650e+00 9.396496e-01
1.000000e+00 5.000000e+01 6.000000e+02 1.776639e+00 7.766393e-01
1.000000e+00 5.200000e+01 6.000000e+02 1.626224e+00 6.262244e-01
1.000000e+00 5.400000e+01 6.000000e+02 1.487224e+00 4.872236e-01
1.000000e+00 5.600000e+01 6.000000e+02 1.358596e+00 3.585965e-01
1.000000e+00 5.800000e+01 6.000000e+02 1.239423e+00 2.394227e-01
1.000000e+00 6.000000e+01 6.000000e+02 1.128885e+00 1.288850e-01
1.000000e+00 6.200000e+01 6.000000e+02 1.026255e+00 2.625522e-02
1.000000e+00 6.400000e+01 6.000000e+02 9.308820e-01 6.911801e-02
1.000000e+00 6.600000e+01 6.000000e+02 8.421810e-01 1.578190e-01
1.000000e+00 6.800000e+01 6.000000e+02 7.596262e-01 2.403738e-01
1.000000e+00 7.000000e+01 6.000000e+02 6.827431e-01 3.172569e-01
1.000000e+00 7.200000e+01 6.000000e+02 6.111021e-01 3.888979e-01
1.000000e+00 7.400000e+01 6.000000e+02 5.443134e-01 4.556866e-01
1.000000e+00 7.600000e+01 6.000000e+02 4.820225e-01 5.179775e-01
1.000000e+00 7.800000e+01 6.000000e+02 4.239065e-01 5.760935e-01
1.000000e+00 8.000000e+01 6.000000e+02 3.696701e-01 6.303299e-01
