Ytrue por T Ypred RelError
1.000000e+00 4.000000e+01 3.000000e+02 3.160059e+00 2.160059e+00
1.000000e+00 4.000000e+01 3.100000e+02 3.145478e+00 2.145478e+00
1.000000e+00 4.000000e+01 3.200000e+02 3.130964e+00 2.130964e+00
1.000000e+00 4.000000e+01 3.300000e+02 3.116516e+00 2.116516e+00
1.000000e+00 4.000000e+01 3.400000e+02 3.102134e+00 2.102134e+00
1.000000e+00 4.000000e+01 3.500000e+02 3.087816e+00 2.087816e+00
1.000000e+00 4.000000e+01 3.600000e+02 3.073561e+00 2.073561e+00
1.000000e+00 4.000000e+01 3.700000e+02 3.059369e+00 2.059369e+00
1.000000e+00 4.000000e+01 3.800000e+02 3.045237e+00 2.045237e+00
1.000000e+00 4.000000e+01 3.900000e+02 3.031165e+00 2.031165e+00
1.000000e+00 4.000000e+01 4.000000e+02 3.017153e+00 2.017153e+00
1.000000e+00 4.000000e+01 4.100000e+02 3.003198e+00 2.003198e+00
1.000000e+00 4.000000e+01 4.200000e+02 2.989301e+00 1.989301e+00
1.000000e+00 4.000000e+01 4.300000e+02 2.975459e+00 1.975459e+00
1.000000e+00 4.000000e+01 4.400000e+02 2.961673e+00 1.961673e+00
1.000000e+00 4.000000e+01 4.500000e+02 2.947940e+00 1.947940e+00
1.000000e+00 4.000000e+01 4.600000e+02 2.934261e+00 1.934261e+00
1.000000e+00 4.000000e+01 4.700000e+02 2.920633e+00 1.920633e+00
1.000000e+00 4.000000e+01 4.800000e+02 2.907056e+00 1.907056e+00
1.000000e+00 4.000000e+01 4.900000e+02 2.893529e+00 1.893529e+00
1.000000e+00 4.000000e+01 5.000000e+02 2.880052e+00 1.880052e+00
1.000000e+00 4.000000e+01 5.100000e+02 2.866622e+00 1.866622e+00
1.000000e+00 4.000000e+01 5.200000e+02 2.853240e+00 1.853240e+00
1.000000e+00 4.000000e+01 5.300000e+02 2.839903e+00 1.839903e+00
1.000000e+00 4.000000e+01 5.400000e+02 2.826612e+00 1.826612e+00
1.000000e+00 4.000000e+01 5.500000e+02 2.813365e+00 1.813365e+00
1.000000e+00 4.000000e+01 5.600000e+02 2.800162e+00 1.800162e+00
1.000000e+00 4.000000e+01 5.700000e+02 2.787000e+00 1.787000e+00
1.000000e+00 4.000000e+01 5.800000e+02 2.773881e+00 1.773881e+00
1.000000e+00 4.000000e+01 5.900000e+02 2.760802e+00 1.760802e+00
1.000000e+00 4.000000e+01 6.000000e+02 2.747763e+00 1.747763e+00
1.000000e+00 4.000000e+01 6.100000e+02 2.734763e+00 1.734763e+00
1.000000e+00 4.000000e+01 6.200000e+02 2.721800e+00 1.721800e+00
1.000000e+00 4.000000e+01 6.300000e+02 2.708875e+00 1.708875e+00
1.000000e+00 4.000000e+01 6.400000e+02 2.695987e+00 1.695987e+00
1.000000e+00 4.000000e+01 6.500000e+02 2.683134e+00 1.683134e+00
1.000000e+00 4.000000e+01 6.600000e+02 2.670316e+00 1.670316e+00
1.000000e+00 4.000000e+01 6.700000e+02 2.657531e+00 1.657531e+00
1.000000e+00 4.000000e+01 6.800000e+02 2.644780e+00 1.644780e+00
1.000000e+00 4.000000e+01 6.900000e+02 2.632061e+00 1.632061e+00
1.000000e+00 4.000000e+01 7.000000e+02 2.619374e+00 1.619374e+00
1.000000e+00 4.000000e+01 7.100000e+02 2.606717e+00 1.606717e+00
1.000000e+00 4.000000e+01 7.200000e+02 2.594091e+00 1.594091e+00
1.000000e+00 4.000000e+01 7.300000e+02 2.581494e+00 1.581494e+00
1.000000e+00 4.000000e+01 7.400000e+02 2.568926e+00 1.568926e+00
1.000000e+00 4.000000e+01 7.500000e+02 2.556386e+00 1.556386e+00
1.000000e+00 4.000000e+01 7.600000e+02 2.543873e+00 1.543873e+00
1.000000e+00 4.000000e+01 7.700000e+02 2.531387e+00 1.531387e+00
1.000000e+00 4.000000e+01 7.800000e+02 2.518927e+00 1.518927e+00
1.000000e+00 4.000000e+01 7.900000e+02 2.506493e+00 1.506493e+00
1.000000e+00 4.000000e+01 8.000000e+02 2.494083e+00 1.494083e+00
1.000000e+00 4.000000e+01 8.100000e+02 2.481697e+00 1.481697e+00
1.000000e+00 4.000000e+01 8.200000e+02 2.469335e+00 1.469335e+00
1.000000e+00 4.000000e+01 8.300000e+02 2.456996e+00 1.456996e+00
1.000000e+00 4.000000e+01 8.400000e+02 2.444679e+00 1.444679e+00
1.000000e+00 4.000000e+01 8.500000e+02 2.432385e+00 1.432385e+00
1.000000e+00 4.000000e+01 8.600000e+02 2.420112e+00 1.420112e+00
1.000000e+00 4.000000e+01 8.700000e+02 2.407859e+00 1.407859e+00
1.000000e+00 4.000000e+01 8.800000e+02 2.395627e+00 1.395627e+00
1.000000e+00 4.000000e+01 8.900000e+02 2.383416e+00 1.383416e+00
1.000000e+00 4.000000e+01 9.000000e+02 2.371223e+00 1.371223e+00
1.000000e+00 4.000000e+01 9.100000e+02 2.359050e+00 1.359050e+00
1.000000e+00 4.000000e+01 9.200000e+02 2.346895e+00 1.346895e+00
1.000000e+00 4.000000e+01 9.300000e+02 2.334759e+00 1.334759e+00
1.000000e+00 4.000000e+01 9.400000e+02 2.322640e+00 1.322640e+00
1.000000e+00 4.000000e+01 9.500000e+02 2.310539e+00 1.310539e+00
1.000000e+00 4.000000e+01 9.600000e+02 2.298455e+00 1.298455e+00
1.000000e+00 4.000000e+01 9.700000e+02 2.286387e+00 1.286387e+00
1.000000e+00 4.000000e+01 9.800000e+02 2.274336e+00 1.274336e+00
1.000000e+00 4.000000e+01 9.900000e+02 2.262302e+00 1.262302e+00
1.000000e+00 4.000000e+01 1.000000e+03 2.250283e+00 1.250283e+00
