Ytrue por T Ypred RelError
1.000000e+00 2.000000e+01 3.000000e+02 7.997060e+00 6.997060e+00
1.000000e+00 2.000000e+01 3.100000e+02 7.960525e+00 6.960525e+00
1.000000e+00 2.000000e+01 3.200000e+02 7.924085e+00 6.924085e+00
1.000000e+00 2.000000e+01 3.300000e+02 7.887728e+00 6.887728e+00
1.000000e+00 2.000000e+01 3.400000e+02 7.851446e+00 6.851446e+00
1.000000e+00 2.000000e+01 3.500000e+02 7.815230e+00 6.815230e+00
1.000000e+00 2.000000e+01 3.600000e+02 7.779071e+00 6.779071e+00
1.000000e+00 2.000000e+01 3.700000e+02 7.742960e+00 6.742960e+00
1.000000e+00 2.000000e+01 3.800000e+02 7.706892e+00 6.706892e+00
1.000000e+00 2.000000e+01 3.900000e+02 7.670858e+00 6.670858e+00
1.000000e+00 2.000000e+01 4.000000e+02 7.634852e+00 6.634852e+00
1.000000e+00 2.000000e+01 4.100000e+02 7.598869e+00 6.598869e+00
1.000000e+00 2.000000e+01 4.200000e+02 7.562905e+00 6.562905e+00
1.000000e+00 2.000000e+01 4.300000e+02 7.526953e+00 6.526953e+00
1.000000e+00 2.000000e+01 4.400000e+02 7.491012e+00 6.491012e+00
1.000000e+00 2.000000e+01 4.500000e+02 7.455077e+00 6.455077e+00
1.000000e+00 2.000000e+01 4.600000e+02 7.419147e+00 6.419147e+00
1.000000e+00 2.000000e+01 4.700000e+02 7.383220e+00 6.383220e+00
1.000000e+00 2.000000e+01 4.800000e+02 7.347295e+00 6.347295e+00
1.000000e+00 2.000000e+01 4.900000e+02 7.311372e+00 6.311372e+00
1.000000e+00 2.000000e+01 5.000000e+02 7.275452e+00 6.275452e+00
1.000000e+00 2.000000e+01 5.100000e+02 7.239536e+00 6.239536e+00
1.000000e+00 2.000000e+01 5.200000e+02 7.203626e+00 6.203626e+00
1.000000e+00 2.000000e+01 5.300000e+02 7.167725e+00 6.167725e+00
1.000000e+00 2.000000e+01 5.400000e+02 7.131837e+00 6.131837e+00
1.000000e+00 2.000000e+01 5.500000e+02 7.095966e+00 6.095966e+00
1.000000e+00 2.000000e+01 5.600000e+02 7.060116e+00 6.060116e+00
1.000000e+00 2.000000e+01 5.700000e+02 7.024294e+00 6.024294e+00
1.000000e+00 2.000000e+01 5.800000e+02 6.988506e+00 5.988506e+00
1.000000e+00 2.000000e+01 5.900000e+02 6.952759e+00 5.952759e+00
1.000000e+00 2.000000e+01 6.000000e+02 6.917062e+00 5.917062e+00
1.000000e+00 2.000000e+01 6.100000e+02 6.881421e+00 5.881421e+00
1.000000e+00 2.000000e+01 6.200000e+02 6.845847e+00 5.845847e+00
1.000000e+00 2.000000e+01 6.300000e+02 6.810349e+00 5.810349e+00
1.000000e+00 2.000000e+01 6.400000e+02 6.774936e+00 5.774936e+00
1.000000e+00 2.000000e+01 6.500000e+02 6.739621e+00 5.739621e+00
