Ytrue por T Ypred RelError
1.000000e+00 6.000000e+01 3.000000e+02 1.353737e+00 3.537367e-01
1.000000e+00 6.000000e+01 3.100000e+02 1.345835e+00 3.458354e-01
1.000000e+00 6.000000e+01 3.200000e+02 1.337964e+00 3.379645e-01
1.000000e+00 6.000000e+01 3.300000e+02 1.330124e+00 3.301238e-01
1.000000e+00 6.000000e+01 3.400000e+02 1.322313e+00 3.223130e-01
1.000000e+00 6.000000e+01 3.500000e+02 1.314532e+00 3.145319e-01
1.000000e+00 6.000000e+01 3.600000e+02 1.306780e+00 3.067802e-01
1.000000e+00 6.000000e+01 3.700000e+02 1.299058e+00 2.990576e-01
1.000000e+00 6.000000e+01 3.800000e+02 1.291364e+00 2.913639e-01
1.000000e+00 6.000000e+01 3.900000e+02 1.283699e+00 2.836987e-01
1.000000e+00 6.000000e+01 4.000000e+02 1.276062e+00 2.760620e-01
1.000000e+00 6.000000e+01 4.100000e+02 1.268453e+00 2.684533e-01
1.000000e+00 6.000000e+01 4.200000e+02 1.260872e+00 2.608725e-01
1.000000e+00 6.000000e+01 4.300000e+02 1.253319e+00 2.533192e-01
1.000000e+00 6.000000e+01 4.400000e+02 1.245793e+00 2.457932e-01
1.000000e+00 6.000000e+01 4.500000e+02 1.238294e+00 2.382943e-01
1.000000e+00 6.000000e+01 4.600000e+02 1.230822e+00 2.308223e-01
1.000000e+00 6.000000e+01 4.700000e+02 1.223377e+00 2.233767e-01
1.000000e+00 6.000000e+01 4.800000e+02 1.215957e+00 2.159575e-01
1.000000e+00 6.000000e+01 4.900000e+02 1.208564e+00 2.085642e-01
1.000000e+00 6.000000e+01 5.000000e+02 1.201197e+00 2.011968e-01
1.000000e+00 6.000000e+01 5.100000e+02 1.193855e+00 1.938549e-01
1.000000e+00 6.000000e+01 5.200000e+02 1.186538e+00 1.865382e-01
1.000000e+00 6.000000e+01 5.300000e+02 1.179247e+00 1.792466e-01
1.000000e+00 6.000000e+01 5.400000e+02 1.171980e+00 1.719798e-01
1.000000e+00 6.000000e+01 5.500000e+02 1.164737e+00 1.647375e-01
1.000000e+00 6.000000e+01 5.600000e+02 1.157519e+00 1.575194e-01
1.000000e+00 6.000000e+01 5.700000e+02 1.150325e+00 1.503254e-01
1.000000e+00 6.000000e+01 5.800000e+02 1.143155e+00 1.431551e-01
1.000000e+00 6.000000e+01 5.900000e+02 1.136008e+00 1.360084e-01
1.000000e+00 6.000000e+01 6.000000e+02 1.128885e+00 1.288850e-01
1.000000e+00 6.000000e+01 6.100000e+02 1.121785e+00 1.217846e-01
1.000000e+00 6.000000e+01 6.200000e+02 1.114707e+00 1.147070e-01
1.000000e+00 6.000000e+01 6.300000e+02 1.107652e+00 1.076520e-01
1.000000e+00 6.000000e+01 6.400000e+02 1.100619e+00 1.006193e-01
1.000000e+00 6.000000e+01 6.500000e+02 1.093609e+00 9.360866e-02
1.000000e+00 6.000000e+01 6.600000e+02 1.086620e+00 8.661987e-02
1.000000e+00 6.000000e+01 6.700000e+02 1.079653e+00 7.965268e-02
1.000000e+00 6.000000e+01 6.800000e+02 1.072707e+00 7.270685e-02
1.000000e+00 6.000000e+01 6.900000e+02 1.065782e+00 6.578216e-02
1.000000e+00 6.000000e+01 7.000000e+02 1.058878e+00 5.887836e-02
1.000000e+00 6.000000e+01 7.100000e+02 1.051995e+00 5.199523e-02
1.000000e+00 6.000000e+01 7.200000e+02 1.045133e+00 4.513253e-02
1.000000e+00 6.000000e+01 7.300000e+02 1.038290e+00 3.829004e-02
1.000000e+00 6.000000e+01 7.400000e+02 1.031468e+00 3.146753e-02
1.000000e+00 6.000000e+01 7.500000e+02 1.024665e+00 2.466477e-02
1.000000e+00 6.000000e+01 7.600000e+02 1.017882e+00 1.788153e-02
1.000000e+00 6.000000e+01 7.700000e+02 1.011118e+00 1.111759e-02
1.000000e+00 6.000000e+01 7.800000e+02 1.004373e+00 4.372740e-03
1.000000e+00 6.000000e+01 7.900000e+02 9.976467e-01 2.353256e-03
1.000000e+00 6.000000e+01 8.000000e+02 9.909394e-01 9.060612e-03
1.000000e+00 6.000000e+01 8.100000e+02 9.842505e-01 1.574955e-02
1.000000e+00 6.000000e+01 8.200000e+02 9.775797e-01 2.242027e-02
1.000000e+00 6.000000e+01 8.300000e+02 9.709270e-01 2.907301e-02
1.000000e+00 6.000000e+01 8.400000e+02 9.642920e-01 3.570797e-02
1.000000e+00 6.000000e+01 8.500000e+02 9.576746e-01 4.232536e-02
1.000000e+00 6.000000e+01 8.600000e+02 9.510746e-01 4.892539e-02
1.000000e+00 6.000000e+01 8.700000e+02 9.444917e-01 5.550828e-02
1.000000e+00 6.000000e+01 8.800000e+02 9.379258e-01 6.207422e-02
1.000000e+00 6.000000e+01 8.900000e+02 9.313766e-01 6.862342e-02
1.000000e+00 6.000000e+01 9.000000e+02 9.248439e-01 7.515609e-02
1.000000e+00 6.000000e+01 9.100000e+02 9.183276e-01 8.167242e-02
1.000000e+00 6.000000e+01 9.200000e+02 9.118274e-01 8.817262e-02
1.000000e+00 6.000000e+01 9.300000e+02 9.053431e-01 9.465688e-02
1.000000e+00 6.000000e+01 9.400000e+02 8.988746e-01 1.011254e-01
1.000000e+00 6.000000e+01 9.500000e+02 8.924216e-01 1.075784e-01
1.000000e+00 6.000000e+01 9.600000e+02 8.859840e-01 1.140160e-01
1.000000e+00 6.000000e+01 9.700000e+02 8.795615e-01 1.204385e-01
1.000000e+00 6.000000e+01 9.800000e+02 8.731541e-01 1.268459e-01
1.000000e+00 6.000000e+01 9.900000e+02 8.667614e-01 1.332386e-01
1.000000e+00 6.000000e+01 1.000000e+03 8.603833e-01 1.396167e-01
