Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 9.000000e+02 6.448797e+01 6.348797e+01
1.000000e+00 2.000000e+00 9.000000e+02 2.603359e+01 2.503359e+01
1.000000e+00 4.000000e+00 9.000000e+02 1.938279e+01 1.838279e+01
1.000000e+00 6.000000e+00 9.000000e+02 1.512842e+01 1.412842e+01
1.000000e+00 8.000000e+00 9.000000e+02 1.292920e+01 1.192920e+01
1.000000e+00 1.000000e+01 9.000000e+02 1.109655e+01 1.009655e+01
1.000000e+00 1.200000e+01 9.000000e+02 9.457654e+00 8.457654e+00
1.000000e+00 1.400000e+01 9.000000e+02 8.566183e+00 7.566183e+00
1.000000e+00 1.600000e+01 9.000000e+02 7.512048e+00 6.512048e+00
1.000000e+00 1.800000e+01 9.000000e+02 6.618779e+00 5.618779e+00
1.000000e+00 2.000000e+01 9.000000e+02 5.924043e+00 4.924043e+00
1.000000e+00 2.200000e+01 9.000000e+02 5.358441e+00 4.358441e+00
1.000000e+00 2.400000e+01 9.000000e+02 4.872770e+00 3.872770e+00
1.000000e+00 2.600000e+01 9.000000e+02 4.442576e+00 3.442576e+00
1.000000e+00 2.800000e+01 9.000000e+02 4.055857e+00 3.055857e+00
1.000000e+00 3.000000e+01 9.000000e+02 3.705817e+00 2.705817e+00
1.000000e+00 3.200000e+01 9.000000e+02 3.387820e+00 2.387820e+00
1.000000e+00 3.400000e+01 9.000000e+02 3.098231e+00 2.098231e+00
1.000000e+00 3.600000e+01 9.000000e+02 2.833988e+00 1.833988e+00
1.000000e+00 3.800000e+01 9.000000e+02 2.592430e+00 1.592430e+00
1.000000e+00 4.000000e+01 9.000000e+02 2.371223e+00 1.371223e+00
1.000000e+00 4.200000e+01 9.000000e+02 2.168308e+00 1.168308e+00
1.000000e+00 4.400000e+01 9.000000e+02 1.981869e+00 9.818690e-01
1.000000e+00 4.600000e+01 9.000000e+02 1.810303e+00 8.103032e-01
1.000000e+00 4.800000e+01 9.000000e+02 1.652193e+00 6.521934e-01
1.000000e+00 5.000000e+01 9.000000e+02 1.506285e+00 5.062852e-01
1.000000e+00 5.200000e+01 9.000000e+02 1.371466e+00 3.714662e-01
1.000000e+00 5.400000e+01 9.000000e+02 1.246747e+00 2.467475e-01
1.000000e+00 5.600000e+01 9.000000e+02 1.131248e+00 1.312483e-01
1.000000e+00 5.800000e+01 9.000000e+02 1.024182e+00 2.418186e-02
1.000000e+00 6.000000e+01 9.000000e+02 9.248439e-01 7.515609e-02
1.000000e+00 6.200000e+01 9.000000e+02 8.326022e-01 1.673978e-01
1.000000e+00 6.400000e+01 9.000000e+02 7.468879e-01 2.531121e-01
1.000000e+00 6.600000e+01 9.000000e+02 6.671878e-01 3.328122e-01
1.000000e+00 6.800000e+01 9.000000e+02 5.930379e-01 4.069621e-01
1.000000e+00 7.000000e+01 9.000000e+02 5.240178e-01 4.759822e-01
1.000000e+00 7.200000e+01 9.000000e+02 4.597454e-01 5.402546e-01
1.000000e+00 7.400000e+01 9.000000e+02 3.998730e-01 6.001270e-01
1.000000e+00 7.600000e+01 9.000000e+02 3.440837e-01 6.559163e-01
1.000000e+00 7.800000e+01 9.000000e+02 2.920875e-01 7.079125e-01
1.000000e+00 8.000000e+01 9.000000e+02 2.436191e-01 7.563809e-01
