Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 3.000000e+02 2.255215e+02 2.245215e+02
1.000000e+00 2.000000e+00 3.000000e+02 4.202771e+01 4.102771e+01
1.000000e+00 4.000000e+00 3.000000e+02 2.824858e+01 2.724858e+01
1.000000e+00 6.000000e+00 3.000000e+02 2.188969e+01 2.088969e+01
1.000000e+00 8.000000e+00 3.000000e+02 1.790606e+01 1.690606e+01
1.000000e+00 1.000000e+01 3.000000e+02 1.499427e+01 1.399427e+01
1.000000e+00 1.200000e+01 3.000000e+02 1.294485e+01 1.194485e+01
1.000000e+00 1.400000e+01 3.000000e+02 1.134685e+01 1.034685e+01
1.000000e+00 1.600000e+01 3.000000e+02 1.002987e+01 9.029872e+00
1.000000e+00 1.800000e+01 3.000000e+02 8.929044e+00 7.929044e+00
1.000000e+00 2.000000e+01 3.000000e+02 7.997060e+00 6.997060e+00
1.000000e+00 2.200000e+01 3.000000e+02 7.198413e+00 6.198413e+00
1.000000e+00 2.400000e+01 3.000000e+02 6.506606e+00 5.506606e+00
1.000000e+00 2.600000e+01 3.000000e+02 5.901710e+00 4.901710e+00
1.000000e+00 2.800000e+01 3.000000e+02 5.368526e+00 4.368526e+00
1.000000e+00 3.000000e+01 3.000000e+02 4.895272e+00 3.895272e+00
1.000000e+00 3.200000e+01 3.000000e+02 4.472675e+00 3.472675e+00
1.000000e+00 3.400000e+01 3.000000e+02 4.093329e+00 3.093329e+00
1.000000e+00 3.600000e+01 3.000000e+02 3.751243e+00 2.751243e+00
1.000000e+00 3.800000e+01 3.000000e+02 3.441507e+00 2.441507e+00
1.000000e+00 4.000000e+01 3.000000e+02 3.160059e+00 2.160059e+00
1.000000e+00 4.200000e+01 3.000000e+02 2.903503e+00 1.903503e+00
1.000000e+00 4.400000e+01 3.000000e+02 2.668975e+00 1.668975e+00
1.000000e+00 4.600000e+01 3.000000e+02 2.454040e+00 1.454040e+00
1.000000e+00 4.800000e+01 3.000000e+02 2.256612e+00 1.256612e+00
1.000000e+00 5.000000e+01 3.000000e+02 2.074894e+00 1.074894e+00
1.000000e+00 5.200000e+01 3.000000e+02 1.907327e+00 9.073271e-01
1.000000e+00 5.400000e+01 3.000000e+02 1.752551e+00 7.525509e-01
1.000000e+00 5.600000e+01 3.000000e+02 1.609374e+00 6.093737e-01
1.000000e+00 5.800000e+01 3.000000e+02 1.476745e+00 4.767453e-01
1.000000e+00 6.000000e+01 3.000000e+02 1.353737e+00 3.537367e-01
1.000000e+00 6.200000e+01 3.000000e+02 1.239523e+00 2.395225e-01
1.000000e+00 6.400000e+01 3.000000e+02 1.133367e+00 1.333669e-01
1.000000e+00 6.600000e+01 3.000000e+02 1.034611e+00 3.461138e-02
1.000000e+00 6.800000e+01 3.000000e+02 9.426646e-01 5.733544e-02
1.000000e+00 7.000000e+01 3.000000e+02 8.569940e-01 1.430060e-01
1.000000e+00 7.200000e+01 3.000000e+02 7.771189e-01 2.228811e-01
1.000000e+00 7.400000e+01 3.000000e+02 7.026036e-01 2.973964e-01
1.000000e+00 7.600000e+01 3.000000e+02 6.330528e-01 3.669472e-01
1.000000e+00 7.800000e+01 3.000000e+02 5.681066e-01 4.318934e-01
1.000000e+00 8.000000e+01 3.000000e+02 5.074369e-01 4.925631e-01
