Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 7.000000e+02 8.342486e+01 8.242486e+01
1.000000e+00 2.000000e+00 7.000000e+02 2.936761e+01 2.836761e+01
1.000000e+00 4.000000e+00 7.000000e+02 2.132229e+01 2.032229e+01
1.000000e+00 6.000000e+00 7.000000e+02 1.701355e+01 1.601355e+01
1.000000e+00 8.000000e+00 7.000000e+02 1.433753e+01 1.333753e+01
1.000000e+00 1.000000e+01 7.000000e+02 1.207932e+01 1.107932e+01
1.000000e+00 1.200000e+01 7.000000e+02 1.069537e+01 9.695371e+00
1.000000e+00 1.400000e+01 7.000000e+02 9.279940e+00 8.279940e+00
1.000000e+00 1.600000e+01 7.000000e+02 8.140509e+00 7.140509e+00
1.000000e+00 1.800000e+01 7.000000e+02 7.276325e+00 6.276325e+00
1.000000e+00 2.000000e+01 7.000000e+02 6.564896e+00 5.564896e+00
1.000000e+00 2.200000e+01 7.000000e+02 5.948267e+00 4.948267e+00
1.000000e+00 2.400000e+01 7.000000e+02 5.402735e+00 4.402735e+00
1.000000e+00 2.600000e+01 7.000000e+02 4.916116e+00 3.916116e+00
1.000000e+00 2.800000e+01 7.000000e+02 4.480105e+00 3.480105e+00
1.000000e+00 3.000000e+01 7.000000e+02 4.088090e+00 3.088090e+00
1.000000e+00 3.200000e+01 7.000000e+02 3.734511e+00 2.734511e+00
1.000000e+00 3.400000e+01 7.000000e+02 3.414625e+00 2.414625e+00
1.000000e+00 3.600000e+01 7.000000e+02 3.124375e+00 2.124375e+00
1.000000e+00 3.800000e+01 7.000000e+02 2.860285e+00 1.860285e+00
1.000000e+00 4.000000e+01 7.000000e+02 2.619374e+00 1.619374e+00
1.000000e+00 4.200000e+01 7.000000e+02 2.399077e+00 1.399077e+00
1.000000e+00 4.400000e+01 7.000000e+02 2.197185e+00 1.197185e+00
1.000000e+00 4.600000e+01 7.000000e+02 2.011781e+00 1.011781e+00
1.000000e+00 4.800000e+01 7.000000e+02 1.841201e+00 8.412010e-01
1.000000e+00 5.000000e+01 7.000000e+02 1.683993e+00 6.839931e-01
1.000000e+00 5.200000e+01 7.000000e+02 1.538884e+00 5.388836e-01
1.000000e+00 5.400000e+01 7.000000e+02 1.404752e+00 4.047524e-01
1.000000e+00 5.600000e+01 7.000000e+02 1.280610e+00 2.806099e-01
1.000000e+00 5.800000e+01 7.000000e+02 1.165579e+00 1.655788e-01
1.000000e+00 6.000000e+01 7.000000e+02 1.058878e+00 5.887836e-02
1.000000e+00 6.200000e+01 7.000000e+02 9.598117e-01 4.018834e-02
1.000000e+00 6.400000e+01 7.000000e+02 8.677544e-01 1.322456e-01
1.000000e+00 6.600000e+01 7.000000e+02 7.821457e-01 2.178543e-01
1.000000e+00 6.800000e+01 7.000000e+02 7.024802e-01 2.975198e-01
1.000000e+00 7.000000e+01 7.000000e+02 6.283013e-01 3.716987e-01
1.000000e+00 7.200000e+01 7.000000e+02 5.591953e-01 4.408047e-01
1.000000e+00 7.400000e+01 7.000000e+02 4.947867e-01 5.052133e-01
1.000000e+00 7.600000e+01 7.000000e+02 4.347336e-01 5.652664e-01
1.000000e+00 7.800000e+01 7.000000e+02 3.787242e-01 6.212758e-01
1.000000e+00 8.000000e+01 7.000000e+02 3.264734e-01 6.735266e-01
