Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 1.000000e+03 5.425359e+01 5.325359e+01
1.000000e+00 2.000000e+00 1.000000e+03 2.358543e+01 2.258543e+01
1.000000e+00 4.000000e+00 1.000000e+03 1.774301e+01 1.674301e+01
1.000000e+00 6.000000e+00 1.000000e+03 1.429229e+01 1.329229e+01
1.000000e+00 8.000000e+00 1.000000e+03 1.211929e+01 1.111929e+01
1.000000e+00 1.000000e+01 1.000000e+03 1.030648e+01 9.306484e+00
1.000000e+00 1.200000e+01 1.000000e+03 9.007313e+00 8.007313e+00
1.000000e+00 1.400000e+01 1.000000e+03 8.124886e+00 7.124886e+00
1.000000e+00 1.600000e+01 1.000000e+03 7.242180e+00 6.242180e+00
1.000000e+00 1.800000e+01 1.000000e+03 6.364089e+00 5.364089e+00
1.000000e+00 2.000000e+01 1.000000e+03 5.656178e+00 4.656178e+00
1.000000e+00 2.200000e+01 1.000000e+03 5.092727e+00 4.092727e+00
1.000000e+00 2.400000e+01 1.000000e+03 4.622690e+00 3.622690e+00
1.000000e+00 2.600000e+01 1.000000e+03 4.213506e+00 3.213506e+00
1.000000e+00 2.800000e+01 1.000000e+03 3.848204e+00 2.848204e+00
1.000000e+00 3.000000e+01 1.000000e+03 3.517882e+00 2.517882e+00
1.000000e+00 3.200000e+01 1.000000e+03 3.217297e+00 2.217297e+00
1.000000e+00 3.400000e+01 1.000000e+03 2.942843e+00 1.942843e+00
1.000000e+00 3.600000e+01 1.000000e+03 2.691711e+00 1.691711e+00
1.000000e+00 3.800000e+01 1.000000e+03 2.461543e+00 1.461543e+00
1.000000e+00 4.000000e+01 1.000000e+03 2.250283e+00 1.250283e+00
1.000000e+00 4.200000e+01 1.000000e+03 2.056112e+00 1.056112e+00
1.000000e+00 4.400000e+01 1.000000e+03 1.877413e+00 8.774134e-01
1.000000e+00 4.600000e+01 1.000000e+03 1.712745e+00 7.127451e-01
1.000000e+00 4.800000e+01 1.000000e+03 1.560821e+00 5.608208e-01
1.000000e+00 5.000000e+01 1.000000e+03 1.420492e+00 4.204917e-01
1.000000e+00 5.200000e+01 1.000000e+03 1.290732e+00 2.907316e-01
1.000000e+00 5.400000e+01 1.000000e+03 1.170622e+00 1.706222e-01
1.000000e+00 5.600000e+01 1.000000e+03 1.059341e+00 5.934088e-02
1.000000e+00 5.800000e+01 1.000000e+03 9.561492e-01 4.385081e-02
1.000000e+00 6.000000e+01 1.000000e+03 8.603833e-01 1.396167e-01
1.000000e+00 6.200000e+01 1.000000e+03 7.714450e-01 2.285550e-01
1.000000e+00 6.400000e+01 1.000000e+03 6.887946e-01 3.112054e-01
1.000000e+00 6.600000e+01 1.000000e+03 6.119435e-01 3.880565e-01
1.000000e+00 6.800000e+01 1.000000e+03 5.404492e-01 4.595508e-01
1.000000e+00 7.000000e+01 1.000000e+03 4.739097e-01 5.260903e-01
1.000000e+00 7.200000e+01 1.000000e+03 4.119590e-01 5.880410e-01
1.000000e+00 7.400000e+01 1.000000e+03 3.542637e-01 6.457363e-01
1.000000e+00 7.600000e+01 1.000000e+03 3.005190e-01 6.994810e-01
1.000000e+00 7.800000e+01 1.000000e+03 2.504462e-01 7.495538e-01
1.000000e+00 8.000000e+01 1.000000e+03 2.037897e-01 7.962103e-01
