Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 8.000000e+02 7.477396e+01 7.377396e+01
1.000000e+00 2.000000e+00 8.000000e+02 2.817493e+01 2.717493e+01
1.000000e+00 4.000000e+00 8.000000e+02 2.051022e+01 1.951022e+01
1.000000e+00 6.000000e+00 8.000000e+02 1.603305e+01 1.503305e+01
1.000000e+00 8.000000e+00 8.000000e+02 1.347730e+01 1.247730e+01
1.000000e+00 1.000000e+01 8.000000e+02 1.171271e+01 1.071271e+01
1.000000e+00 1.200000e+01 8.000000e+02 1.008472e+01 9.084716e+00
1.000000e+00 1.400000e+01 8.000000e+02 8.938061e+00 7.938061e+00
1.000000e+00 1.600000e+01 8.000000e+02 7.798473e+00 6.798473e+00
1.000000e+00 1.800000e+01 8.000000e+02 6.921506e+00 5.921506e+00
1.000000e+00 2.000000e+01 8.000000e+02 6.229770e+00 5.229770e+00
1.000000e+00 2.200000e+01 8.000000e+02 5.646339e+00 4.646339e+00
1.000000e+00 2.400000e+01 8.000000e+02 5.134518e+00 4.134518e+00
1.000000e+00 2.600000e+01 8.000000e+02 4.677700e+00 3.677700e+00
1.000000e+00 2.800000e+01 8.000000e+02 4.266898e+00 3.266898e+00
1.000000e+00 3.000000e+01 8.000000e+02 3.896001e+00 2.896001e+00
1.000000e+00 3.200000e+01 8.000000e+02 3.560181e+00 2.560181e+00
1.000000e+00 3.400000e+01 8.000000e+02 3.255368e+00 2.255368e+00
1.000000e+00 3.600000e+01 8.000000e+02 2.978049e+00 1.978049e+00
1.000000e+00 3.800000e+01 8.000000e+02 2.725172e+00 1.725172e+00
1.000000e+00 4.000000e+01 8.000000e+02 2.494083e+00 1.494083e+00
1.000000e+00 4.200000e+01 8.000000e+02 2.282467e+00 1.282467e+00
1.000000e+00 4.400000e+01 8.000000e+02 2.088308e+00 1.088308e+00
1.000000e+00 4.600000e+01 8.000000e+02 1.909843e+00 9.098427e-01
1.000000e+00 4.800000e+01 8.000000e+02 1.745527e+00 7.455268e-01
1.000000e+00 5.000000e+01 8.000000e+02 1.594004e+00 5.940041e-01
1.000000e+00 5.200000e+01 8.000000e+02 1.454080e+00 4.540795e-01
1.000000e+00 5.400000e+01 8.000000e+02 1.324697e+00 3.246969e-01
1.000000e+00 5.600000e+01 8.000000e+02 1.204920e+00 2.049197e-01
1.000000e+00 5.800000e+01 8.000000e+02 1.093915e+00 9.391490e-02
1.000000e+00 6.000000e+01 8.000000e+02 9.909394e-01 9.060612e-03
1.000000e+00 6.200000e+01 8.000000e+02 8.953280e-01 1.046720e-01
1.000000e+00 6.400000e+01 8.000000e+02 8.064840e-01 1.935160e-01
1.000000e+00 6.600000e+01 8.000000e+02 7.238698e-01 2.761302e-01
1.000000e+00 6.800000e+01 8.000000e+02 6.470009e-01 3.529991e-01
1.000000e+00 7.000000e+01 8.000000e+02 5.754384e-01 4.245616e-01
1.000000e+00 7.200000e+01 8.000000e+02 5.087846e-01 4.912154e-01
1.000000e+00 7.400000e+01 8.000000e+02 4.466779e-01 5.533221e-01
1.000000e+00 7.600000e+01 8.000000e+02 3.887887e-01 6.112113e-01
1.000000e+00 7.800000e+01 8.000000e+02 3.348164e-01 6.651836e-01
1.000000e+00 8.000000e+01 8.000000e+02 2.844857e-01 7.155143e-01
