fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:38 298.2 38.88 1.000E+000 8.419E+000 6.243E-011 6.977E+002 2.763E+000 4.421E-006 1.319E-005 8.795E-003 1.302E-005 2.867E-008 2.503E-001 4.400E-003 6.368E-006 4.852E-004 
00S2 7:57 302 38.39 1.000E+000 8.669E+000 1.006E-010 7.095E+002 2.724E+000 4.914E-006 1.572E-005 1.059E-002 1.552E-005 4.119E-008 2.504E-001 5.300E-003 7.625E-006 4.256E-004 
00S3 8:14 304.9 38.03 1.000E+000 8.477E+000 1.618E-010 7.219E+002 2.710E+000 5.564E-006 1.331E-005 9.066E-003 1.315E-005 2.985E-008 2.504E-001 4.500E-003 6.488E-006 8.234E-004 
00S4 8:35 308.1 37.63 1.000E+000 8.121E+000 2.460E-010 7.340E+002 2.675E+000 6.223E-006 1.441E-005 9.892E-003 1.424E-005 3.528E-008 2.505E-001 5.000E-003 6.913E-006 1.216E-003 
00S5 8:54 310.9 37.29 1.000E+000 6.994E+000 3.852E-010 7.482E+002 2.666E+000 7.106E-006 1.129E-005 7.828E-003 1.117E-005 2.191E-008 2.505E-001 3.900E-003 5.475E-006 4.712E-004 
00S6 9:15 313.6 36.97 1.000E+000 5.488E+000 5.887E-010 7.632E+002 2.664E+000 8.248E-006 1.413E-005 9.860E-003 1.402E-005 3.466E-008 2.507E-001 4.900E-003 6.931E-006 4.419E-004 
00S7 9:34 316.1 36.68 1.000E+000 4.613E+000 8.568E-010 8.071E+002 2.696E+000 1.014E-005 1.194E-005 8.616E-003 1.186E-005 2.563E-008 2.508E-001 4.300E-003 5.823E-006 1.464E-003 
00S8 9:56 318.7 36.38 1.000E+000 4.043E+000 1.263E-009 7.830E+002 2.642E+000 1.048E-005 1.593E-005 1.111E-002 1.584E-005 4.418E-008 2.510E-001 5.600E-003 7.747E-006 4.970E-004 
00S9 10:17 321.3 36.09 1.000E+000 4.278E+000 1.828E-009 7.926E+002 2.629E+000 1.179E-005 1.371E-005 9.557E-003 1.363E-005 3.269E-008 2.510E-001 4.800E-003 6.668E-006 3.049E-004 
0S10 10:38 324.3 35.75 1.000E+000 3.851E+000 2.744E-009 7.927E+002 2.583E+000 1.282E-005 1.491E-005 1.027E-002 1.483E-005 3.825E-008 2.511E-001 5.100E-003 7.356E-006 5.345E-004 
0S11 11:0 327.1 35.45 1.000E+000 5.857E+000 4.020E-009 8.331E+002 2.604E+000 1.548E-005 1.306E-005 9.162E-003 1.295E-005 2.980E-008 2.512E-001 4.600E-003 6.337E-006 9.713E-004 
0S12 11:23 329.8 35.16 1.000E+000 8.348E+000 5.517E-009 7.774E+002 2.479E+000 1.436E-005 1.630E-005 1.082E-002 1.610E-005 4.380E-008 2.514E-001 5.400E-003 7.962E-006 4.510E-003 
0S13 11:46 332.4 34.88 1.000E+000 1.043E+001 4.323E-009 7.285E+002 2.349E+000 1.298E-005 1.728E-005 1.092E-002 1.700E-005 4.667E-008 2.513E-001 5.500E-003 8.330E-006 2.060E-003 
