d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.067856927E+00 1.025876150E+00 4.198077700E-02 1.064442374E+00 1.024423327E+00 4.001904700E-02 3.414553000E-03 1.452823000E-03
150 1.524993176E+01 1.027969185E+00 1.012586919E+00 1.538226600E-02 1.026374431E+00 1.011625744E+00 1.474868700E-02 1.594754000E-03 9.611750000E-04
150 1.549996187E+01 1.013683538E+00 1.118227755E+00 -1.045442170E-01 1.012648963E+00 1.116999796E+00 -1.043508330E-01 1.034575000E-03 1.227959000E-03
150 1.574996808E+01 1.009875440E+00 1.212425460E+00 -2.025500200E-01 1.008744314E+00 1.207299030E+00 -1.985547160E-01 1.131126000E-03 5.126430000E-03
150 1.600000000E+01 1.178499649E+00 1.232141334E+00 -5.364168500E-02 1.174074944E+00 1.223994285E+00 -4.991934100E-02 4.424705000E-03 8.147049000E-03
150 1.624993176E+01 1.257539530E+00 1.236925358E+00 2.061417200E-02 1.245943812E+00 1.225296737E+00 2.064707500E-02 1.159571800E-02 1.162862100E-02
150 1.649996187E+01 1.294782658E+00 1.235852369E+00 5.893028900E-02 1.274205751E+00 1.219931318E+00 5.427443300E-02 2.057690700E-02 1.592105100E-02
150 1.674996808E+01 1.321935014E+00 1.234223928E+00 8.771108600E-02 1.288551133E+00 1.212981513E+00 7.556962000E-02 3.338388100E-02 2.124241500E-02
150 1.700000000E+01 1.345451377E+00 1.235059661E+00 1.103917160E-01 1.293888760E+00 1.207180214E+00 8.670854600E-02 5.156261700E-02 2.787944700E-02
180 1.500000000E+01 1.066943571E+00 1.024895055E+00 4.204851600E-02 1.064060655E+00 1.023696062E+00 4.036459300E-02 2.882916000E-03 1.198993000E-03
180 1.524993176E+01 1.027129265E+00 1.011503383E+00 1.562588200E-02 1.025798289E+00 1.010749031E+00 1.504925800E-02 1.330976000E-03 7.543520000E-04
180 1.549996187E+01 1.012783615E+00 1.099052444E+00 -8.626882900E-02 1.011946861E+00 1.098206436E+00 -8.625957500E-02 8.367540000E-04 8.460080000E-04
180 1.574996808E+01 1.008800490E+00 1.199443353E+00 -1.906428630E-01 1.007926365E+00 1.194821583E+00 -1.868952180E-01 8.741250000E-04 4.621770000E-03
180 1.600000000E+01 1.161049736E+00 1.224810840E+00 -6.376110400E-02 1.157215902E+00 1.216997544E+00 -5.978164200E-02 3.833834000E-03 7.813296000E-03
180 1.624993176E+01 1.248237233E+00 1.229304693E+00 1.893254000E-02 1.236994289E+00 1.217983573E+00 1.901071600E-02 1.124294400E-02 1.132112000E-02
180 1.649996187E+01 1.289354325E+00 1.227697678E+00 6.165664700E-02 1.268639928E+00 1.212044717E+00 5.659521100E-02 2.071439700E-02 1.565296100E-02
180 1.674996808E+01 1.316078943E+00 1.225662159E+00 9.041678400E-02 1.281862207E+00 1.204669275E+00 7.719293200E-02 3.421673600E-02 2.099288400E-02
180 1.700000000E+01 1.341243116E+00 1.226920829E+00 1.143222870E-01 1.287579456E+00 1.199306109E+00 8.827334700E-02 5.366366000E-02 2.761472000E-02
210 1.500000000E+01 1.066131234E+00 1.024159897E+00 4.197133700E-02 1.063628968E+00 1.023135806E+00 4.049316200E-02 2.502266000E-03 1.024091000E-03
210 1.524993176E+01 1.026445261E+00 1.010715155E+00 1.573010600E-02 1.025297766E+00 1.010096382E+00 1.520138400E-02 1.147495000E-03 6.187730000E-04
