N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.547300000E-05 2.194500000E-05 1.977200000E-05 1.836900000E-05
1.600000000E+01 4.071640000E-04 3.547090000E-04 3.216100000E-04 2.997210000E-04
1.700000000E+01 5.940206000E-03 5.634028000E-03 5.439952000E-03 5.306858000E-03
1.549996187E+01 1.046340000E-04 8.965300000E-05 8.019200000E-05 7.391200000E-05
1.649996187E+01 1.586657000E-03 1.438785000E-03 1.342599000E-03 1.278747000E-03
1.674996808E+01 3.102014000E-03 2.882163000E-03 2.734788000E-03 2.637888000E-03
1.624993176E+01 8.045850000E-04 7.135910000E-04 6.550630000E-04 6.161920000E-04
1.574996808E+01 2.062300000E-04 1.776160000E-04 1.596170000E-04 1.477140000E-04
1.524993176E+01 5.278700000E-05 4.525100000E-05 4.048500000E-05 3.735500000E-05
