fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 10:3 298.9 38.79 1.000E+000 3.549E+000 2.925E-011 1.709E+004 2.912E+000 8.983E-006 1.708E-004 2.193E-001 1.707E-004 1.586E-005 4.236E-001 1.389E-001 1.141E-004 2.141E-002 
UDL1 10:5 298.9 38.79 1.000E+000 3.671E+000 3.225E-011 1.709E+004 2.930E+000 9.200E-006 1.710E-004 2.191E-001 1.709E-004 1.582E-005 4.225E-001 1.386E-001 1.141E-004 5.049E-003 
UDL2 10:8 298.8 38.8 1.000E+000 3.614E+000 3.113E-011 1.715E+004 2.923E+000 9.075E-006 1.691E-004 2.186E-001 1.690E-004 1.561E-005 4.225E-001 1.383E-001 1.128E-004 3.566E-003 
UDL3 10:10 298.8 38.8 1.000E+000 3.608E+000 3.103E-011 1.715E+004 2.929E+000 9.158E-006 1.682E-004 2.180E-001 1.681E-004 1.545E-005 4.217E-001 1.378E-001 1.120E-004 2.126E-003 
UDL4 10:12 298.8 38.8 1.000E+000 3.597E+000 3.076E-011 1.715E+004 2.929E+000 9.119E-006 1.703E-004 2.192E-001 1.701E-004 1.576E-005 4.227E-001 1.387E-001 1.136E-004 3.459E-003 
UDL5 10:15 298.8 38.8 1.000E+000 3.512E+000 2.826E-011 1.715E+004 2.914E+000 8.943E-006 1.703E-004 2.195E-001 1.702E-004 1.582E-005 4.237E-001 1.390E-001 1.138E-004 4.278E-003 
UDL6 10:17 298.8 38.8 1.000E+000 3.624E+000 3.092E-011 1.715E+004 2.932E+000 9.155E-006 1.702E-004 2.191E-001 1.701E-004 1.574E-005 4.225E-001 1.386E-001 1.135E-004 2.567E-003 
UDL7 10:20 298.7 38.82 1.000E+000 3.630E+000 3.085E-011 1.721E+004 2.926E+000 9.060E-006 1.701E-004 2.194E-001 1.700E-004 1.578E-005 4.230E-001 1.389E-001 1.135E-004 2.197E-002 
UDL8 10:22 298.7 38.82 1.000E+000 3.572E+000 2.974E-011 1.721E+004 2.924E+000 9.046E-006 1.707E-004 2.195E-001 1.706E-004 1.585E-005 4.233E-001 1.390E-001 1.140E-004 2.058E-003 
UDL9 10:25 299 38.78 1.000E+000 3.628E+000 3.256E-011 1.703E+004 2.928E+000 9.224E-006 1.709E-004 2.187E-001 1.708E-004 1.577E-005 4.222E-001 1.384E-001 1.139E-004 3.711E-003 
