Ew Nt
4.4735784E-1 9.1871871E+14
4.4463600E-1 1.0236999E+15
4.4191413E-1 1.1175486E+15
4.3919226E-1 1.1821834E+15
4.3647040E-1 1.2225565E+15
4.3374854E-1 1.2573025E+15
4.3102667E-1 1.3042302E+15
4.2830482E-1 1.3709743E+15
4.2558295E-1 1.4548588E+15
4.2286109E-1 1.5486455E+15
4.2013923E-1 1.6462370E+15
4.1741736E-1 1.7449240E+15
4.1469551E-1 1.8444436E+15
4.1197364E-1 1.9448951E+15
4.0925178E-1 2.0451356E+15
4.0652992E-1 2.1426813E+15
4.0380806E-1 2.2350583E+15
4.0108620E-1 2.3212738E+15
3.9836434E-1 2.4018666E+15
3.9564247E-1 2.4774265E+15
3.9292061E-1 2.5471832E+15
3.9019875E-1 2.6091903E+15
3.8747689E-1 2.6619399E+15
3.8475503E-1 2.7057892E+15
3.8203316E-1 2.7430065E+15
3.7931130E-1 2.7768007E+15
3.7658944E-1 2.8105178E+15
3.7386758E-1 2.8475092E+15
3.7114572E-1 2.8912345E+15
3.6842386E-1 2.9449604E+15
3.6570199E-1 3.0110539E+15
3.6298013E-1 3.0904062E+15
3.6025827E-1 3.1824709E+15
3.5753641E-1 3.2859841E+15
3.5481455E-1 3.3999272E+15
3.5209268E-1 3.5240902E+15
3.4937082E-1 3.6589190E+15
3.4664896E-1 3.8049230E+15
3.4392710E-1 3.9621853E+15
3.4120524E-1 4.1302284E+15
3.3848338E-1 4.3079975E+15
3.3576151E-1 4.4936188E+15
3.3303965E-1 4.6839582E+15
3.3031779E-1 4.8743160E+15
3.2759593E-1 5.0585369E+15
3.2487407E-1 5.2294609E+15
3.2215220E-1 5.3795418E+15
3.1943034E-1 5.5015015E+15
3.1670848E-1 5.5889795E+15
3.1398662E-1 5.6371918E+15
3.1126476E-1 5.6434307E+15
3.0854290E-1 5.6073328E+15
3.0582103E-1 5.5307961E+15
3.0309917E-1 5.4175853E+15
3.0037731E-1 5.2726616E+15
2.9765545E-1 5.1012439E+15
2.9493359E-1 4.9073798E+15
2.9221172E-1 4.6913423E+15
2.8948986E-1 4.4450754E+15
2.8676800E-1 4.1461575E+15
2.8404614E-1 3.7538655E+15
2.8132428E-1 3.2142310E+15
2.7860242E-1 2.4797217E+15
2.7588055E-1 1.5395818E+15
2.7315869E-1 1.0080508E+15
