fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 36724 339.66 34.135 1.000000000E+00 7.454291175E-01 2.957300428E-08 1.000000000E+20 4.285981122E+00 4.468090305E-05 1.421034020E-02 
00D2 36850 339.7 34.131 1.000000000E+00 7.578105575E-01 2.970066533E-08 1.000000000E+20 4.264652866E+00 4.430972459E-05 1.506867666E-02 
00D3 36948 339.76 34.125 1.000000000E+00 7.642348649E-01 3.010100954E-08 1.000000000E+20 4.279528537E+00 4.465823455E-05 1.511176440E-02 
00D4 37050 339.78 34.123 1.000000000E+00 7.580591607E-01 3.006223700E-08 1.000000000E+20 4.273170310E+00 4.448353863E-05 1.448039914E-02 
00D5 37146 339.85 34.116 1.000000000E+00 7.277683728E-01 3.024117400E-08 1.000000000E+20 4.290365178E+00 4.484648995E-05 1.474895595E-02 
00D6 37254 339.91 34.11 1.000000000E+00 2.796468109E-01 1.354826507E-08 1.000000000E+20 1.735917468E+00 2.842562835E-06 4.425092395E-01 
00D7 37354 339.88 34.113 1.000000000E+00 7.603669336E-01 3.041033240E-08 1.000000000E+20 4.285909800E+00 4.481069395E-05 1.391333574E-02 
00D8 37468 339.96 34.105 1.000000000E+00 9.757737625E-01 3.949572154E-08 1.000000000E+20 4.177469828E+00 4.326051794E-05 1.448408949E-02 
00D9 37594 339.8 34.121 1.000000000E+00 9.510635587E-01 3.700314137E-08 1.000000000E+20 4.204010145E+00 4.348343101E-05 3.286247475E-02 
0D10 37692 339.85 34.116 1.000000000E+00 9.448002566E-01 3.637172927E-08 1.000000000E+20 4.204192081E+00 4.341554522E-05 1.494583946E-02 
0D11 37814 339.9 34.111 1.000000000E+00 9.233844125E-01 3.541930218E-08 1.000000000E+20 4.292491730E+00 4.536426661E-05 1.212280151E-02 
0D12 37896 339.93 34.108 1.000000000E+00 3.654684928E-01 1.565203290E-08 1.000000000E+20 1.698777015E+00 2.647537701E-06 4.357862801E-01 
0D13 37996 340 34.101 1.000000000E+00 9.053912444E-01 3.439626282E-08 1.000000000E+20 4.240120565E+00 4.405391093E-05 1.466089850E-02 
0D14 38094 340 34.101 1.000000000E+00 8.813826806E-01 3.358893676E-08 1.000000000E+20 4.152114963E+00 4.229032020E-05 1.283919543E-01 
0D15 38192 340 34.101 1.000000000E+00 8.838568771E-01 3.329098876E-08 1.000000000E+20 4.257837471E+00 4.430744037E-05 1.564305912E-02 
0D16 38298 340.01 34.1 1.000000000E+00 8.726796107E-01 3.286078355E-08 1.000000000E+20 4.248009323E+00 4.417771125E-05 1.452098886E-02 
0D17 38392 339.99 34.102 1.000000000E+00 8.604379161E-01 3.247953253E-08 1.000000000E+20 4.260338305E+00 4.434119554E-05 1.474985602E-02 
0D18 38490 340 34.101 1.000000000E+00 8.609266596E-01 3.225503728E-08 1.000000000E+20 4.276039543E+00 4.462202147E-05 1.762470108E-02 
0D19 38592 339.99 34.102 1.000000000E+00 8.489170534E-01 3.182747965E-08 1.000000000E+20 4.259904725E+00 4.429925989E-05 3.376851519E-02 
0D20 38702 340.03 34.098 1.000000000E+00 8.490595578E-01 3.174258742E-08 1.000000000E+20 4.263054203E+00 4.438618357E-05 1.465212455E-02 
0D21 38792 340.01 34.1 1.000000000E+00 8.392945095E-01 3.151543984E-08 1.000000000E+20 4.247005417E+00 4.412661257E-05 1.500173687E-02 
0D22 38892 339.99 34.102 1.000000000E+00 8.291936921E-01 3.119403910E-08 1.000000000E+20 4.254951248E+00 4.422767279E-05 1.491766339E-02 
0D23 38996 340 34.101 1.000000000E+00 8.249583765E-01 3.109820875E-08 1.000000000E+20 4.254932081E+00 4.424370697E-05 1.409477478E-02 
0D24 39096 340 34.101 1.000000000E+00 8.217757770E-01 3.108137957E-08 1.000000000E+20 4.282544323E+00 4.478803838E-05 1.513962751E-02 
0D25 39192 340 34.101 1.000000000E+00 8.323163104E-01 3.108511076E-08 1.000000000E+20 4.274125919E+00 4.459168106E-05 1.446078385E-02 
0D26 39298 340.04 34.097 1.000000000E+00 8.181473890E-01 3.100199867E-08 1.000000000E+20 4.269844436E+00 4.456250974E-05 1.685744852E-02 
0D27 39392 340.03 34.098 1.000000000E+00 8.260047159E-01 3.102850977E-08 1.000000000E+20 4.272661706E+00 4.461158525E-05 1.412203850E-02 
0D28 39498 340.03 34.098 1.000000000E+00 7.807657451E-01 3.071006926E-08 1.000000000E+20 4.268991232E+00 4.451778723E-05 1.443534389E-02 
0D29 39594 340 34.101 1.000000000E+00 8.214335529E-01 3.071260831E-08 1.000000000E+20 4.267304132E+00 4.447845582E-05 1.610170930E-02 
0D30 39694 340.01 34.1 1.000000000E+00 1.864725424E-01 9.652493283E-09 1.000000000E+20 1.639528761E+00 2.243581938E-06 4.449962011E-01 
0D31 39794 339.99 34.102 1.000000000E+00 8.186063071E-01 3.059402509E-08 1.000000000E+20 4.266415988E+00 4.444308209E-05 1.483856319E-02 
0D32 39894 340.02 34.099 1.000000000E+00 8.201347098E-01 3.071551919E-08 1.000000000E+20 4.270424816E+00 4.451434896E-05 1.546969604E-02 
0D33 39998 340.01 34.1 1.000000000E+00 8.095705893E-01 3.059428351E-08 1.000000000E+20 4.279088877E+00 4.463574746E-05 1.253412275E-02 
0D34 40094 339.99 34.102 1.000000000E+00 8.192806301E-01 3.058092954E-08 1.000000000E+20 4.267620310E+00 4.443733755E-05 1.456393362E-02 
0D35 40192 340.02 34.099 1.000000000E+00 8.315865469E-01 3.071027171E-08 1.000000000E+20 4.270823705E+00 4.443108721E-05 1.599622174E-02 
0D36 40298 340.03 34.098 1.000000000E+00 8.179684304E-01 3.063983800E-08 1.000000000E+20 4.279511559E+00 4.464484355E-05 1.489588405E-02 
0D37 40396 340.03 34.098 1.000000000E+00 7.769206451E-01 3.033520690E-08 1.000000000E+20 4.265600629E+00 4.444159481E-05 1.473853463E-02 
0D38 40494 340.02 34.099 1.000000000E+00 8.136110714E-01 3.048780847E-08 1.000000000E+20 4.270404450E+00 4.448307306E-05 1.565297813E-02 
