fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 9:12:44 305.2 37.99 1.000E+000 9.352E-001 5.000E-006 7.214E+002 2.619E+000 3.430E-008 1.996E-004 1.225E-001 1.993E-004 6.470E-006 2.650E-001 6.340E-002 1.019E-004 5.618E-003 
0DL1 9:15:24 305.2 37.99 1.000E+000 9.101E-001 5.159E-006 7.214E+002 2.617E+000 3.436E-008 1.995E-004 1.224E-001 1.992E-004 6.463E-006 2.650E-001 6.340E-002 1.018E-004 3.859E-003 
0DL2 9:19:02 305.2 37.99 1.000E+000 9.273E-001 5.188E-006 7.214E+002 2.625E+000 3.405E-008 1.994E-004 1.223E-001 1.991E-004 6.454E-006 2.650E-001 6.330E-002 1.018E-004 4.438E-002 
0DL3 9:22:08 305.1 38 1.000E+000 9.111E-001 5.255E-006 7.209E+002 2.625E+000 3.399E-008 1.995E-004 1.224E-001 1.993E-004 6.463E-006 2.649E-001 6.340E-002 1.018E-004 5.769E-003 
0DL4 9:26:04 305.3 37.98 1.000E+000 9.111E-001 5.321E-006 7.218E+002 2.619E+000 3.453E-008 1.993E-004 1.224E-001 1.991E-004 6.457E-006 2.650E-001 6.340E-002 1.017E-004 4.061E-003 
0DL5 9:29:12 305.4 37.96 1.000E+000 9.829E-001 4.946E-006 7.223E+002 2.628E+000 3.418E-008 1.995E-004 1.224E-001 1.992E-004 6.461E-006 2.651E-001 6.340E-002 1.017E-004 4.647E-003 
0DL6 9:31:44 305.3 37.98 1.000E+000 9.783E-001 4.947E-006 7.218E+002 2.627E+000 3.403E-008 1.994E-004 1.223E-001 1.991E-004 6.454E-006 2.650E-001 6.330E-002 1.018E-004 2.826E-003 
0DL7 9:35:34 305.1 38 1.000E+000 9.612E-001 5.037E-006 7.209E+002 2.634E+000 3.330E-008 1.997E-004 1.223E-001 1.994E-004 6.461E-006 2.650E-001 6.330E-002 1.019E-004 3.083E-003 
0DL8 9:38:10 305 38.01 1.000E+000 9.448E-001 5.177E-006 7.204E+002 2.627E+000 3.383E-008 1.995E-004 1.224E-001 1.992E-004 6.459E-006 2.648E-001 6.340E-002 1.017E-004 3.682E-003 
0DL9 9:43:48 305.2 37.99 1.000E+000 8.949E-001 5.656E-006 7.214E+002 2.616E+000 3.453E-008 1.990E-004 1.222E-001 1.988E-004 6.438E-006 2.649E-001 6.330E-002 1.015E-004 2.378E-003 
0L00 8:22:02 292.3 39.67 1.000E+000 8.980E-001 4.690E-006 6.592E+002 2.716E+000 1.976E-008 1.957E-004 1.180E-001 1.954E-004 5.956E-006 2.583E-001 6.020E-002 9.878E-005 9.917E-004 
