N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.200742015E+00 1.200266624E+00 1.199695153E+00 1.197678943E+00 1.191607295E+00 1.174801303E+00 1.134653238E+00 1.053584167E+00 1.016750769E+00 1.018833397E+00 1.023644573E+00
1.600000000E+01 1.225346676E+00 1.226479389E+00 1.228160018E+00 1.230017714E+00 1.232624164E+00 1.235192477E+00 1.237364295E+00 1.239624931E+00 1.241343166E+00 1.241826652E+00 1.241337308E+00
1.700000000E+01 1.264239540E+00 1.265039094E+00 1.266677934E+00 1.268614949E+00 1.271486248E+00 1.274637556E+00 1.277483395E+00 1.280448932E+00 1.282933821E+00 1.284460037E+00 1.285626346E+00
1.549996187E+01 1.209810519E+00 1.210580873E+00 1.211550629E+00 1.213327466E+00 1.215219216E+00 1.216628591E+00 1.217390031E+00 1.215831332E+00 1.208903626E+00 1.190993536E+00 1.151354100E+00
1.649996187E+01 1.233890623E+00 1.235377095E+00 1.237306938E+00 1.240233157E+00 1.243478668E+00 1.246418888E+00 1.249660070E+00 1.252657538E+00 1.254789689E+00 1.256799761E+00 1.258059803E+00
1.674996808E+01 1.245325066E+00 1.246548695E+00 1.248312013E+00 1.250951125E+00 1.253958895E+00 1.256863488E+00 1.260196257E+00 1.263258660E+00 1.265460500E+00 1.267574317E+00 1.268942347E+00
1.624993176E+01 1.229197720E+00 1.230575514E+00 1.232709165E+00 1.235059187E+00 1.238060773E+00 1.241181822E+00 1.243800876E+00 1.246434212E+00 1.248679829E+00 1.249860383E+00 1.250674491E+00
1.574996808E+01 1.218256523E+00 1.218545965E+00 1.219992506E+00 1.221885514E+00 1.224075340E+00 1.226021974E+00 1.228122764E+00 1.229599503E+00 1.229694136E+00 1.227676353E+00 1.222190490E+00
1.524993176E+01 1.205354755E+00 1.205477569E+00 1.206395893E+00 1.207390531E+00 1.207791318E+00 1.205843751E+00 1.199310200E+00 1.181141333E+00 1.139449636E+00 1.058053247E+00 1.012745883E+00
