T d154 d184 d214 d244
d 150 180 210 240
290 8.347568300E-02 8.056683900E-02 7.709758500E-02 7.577885600E-02
295 8.001458400E-02 7.755882500E-02 7.454446800E-02 7.295799700E-02
300 7.766749700E-02 7.583293500E-02 7.329558500E-02 7.257522000E-02
305 7.725468900E-02 7.621834100E-02 7.418992600E-02 7.395562900E-02
310 7.775315800E-02 7.750602100E-02 7.609613800E-02 7.635271800E-02
315 7.964766300E-02 8.029843300E-02 7.954417500E-02 8.024854800E-02
320 8.403474500E-02 8.554588100E-02 8.545875700E-02 8.666274600E-02
325 8.878535300E-02 9.114871000E-02 9.177019200E-02 9.335451700E-02
330 9.461823300E-02 9.732097000E-02 9.904970400E-02 1.010673550E-01
335 1.029117300E-01 1.063515540E-01 1.085896720E-01 1.109425060E-01
340 1.103917160E-01 1.143222870E-01 1.169699790E-01 1.195638770E-01
