T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200614473E+00 1.003309940E+0 1.973045330E-01 1.200614473E+00 1.003309940E+0 1.973045330E-01
295 1.209761365E+00 1.003219626E+0 2.065417390E-01 1.209761365E+00 1.003219626E+0 2.065417390E-01
300 1.208107337E+00 1.003135550E+0 2.049717870E-01 1.208107337E+00 1.003135550E+0 2.049717870E-01
305 1.217057402E+00 1.003057155E+0 2.140002470E-01 1.217057402E+00 1.003057155E+0 2.140002470E-01
310 1.219245339E+00 1.002983944E+0 2.162613950E-01 1.219245339E+00 1.002983944E+0 2.162613950E-01
315 1.218849584E+00 1.002915474E+0 2.159341100E-01 1.218849584E+00 1.002915474E+0 2.159341100E-01
320 1.227348062E+00 1.002851350E+0 2.244967120E-01 1.227348062E+00 1.002851350E+0 2.244967120E-01
325 1.230760057E+00 1.002791215E+0 2.279688420E-01 1.230760057E+00 1.002791215E+0 2.279688420E-01
330 1.238293389E+00 1.002734751E+0 2.355586380E-01 1.238293389E+00 1.002734751E+0 2.355586380E-01
335 1.245196127E+00 1.002681671E+0 2.425144560E-01 1.245196127E+00 1.002681671E+0 2.425144560E-01
340 1.247079976E+00 1.002631714E+0 2.444482620E-01 1.247079976E+00 1.002631714E+0 2.444482620E-01
